n_features,n_classes,frac_extreme,extreme_ovr,extreme_fisher,extreme_contrastive,moderate_ovr,moderate_fisher,moderate_contrastive,seed
20,3,0.012660148896765889,1.0,1.0,1.0,0.7886703971967692,0.7690497498408372,0.7862947835978402,7
20,3,0.08558898920338738,1.0,0.9886652932473674,1.0,0.9196779900108067,0.8082648510569423,0.9186725214290727,8
20,3,0.07031712966091887,0.9859041926737552,0.9589483635587347,0.9859041926737552,0.8713030052321806,0.8068391674426065,0.8711260537094669,9
20,3,0.04889506358952477,0.9914327562800522,0.9857723620591985,0.9975480018238693,0.8287901385685454,0.7903072153957199,0.8277809345875617,10
20,3,0.06016040677136089,0.9063440902883814,0.8789525951050436,0.9063440902883814,0.7694701279011791,0.7693029116076604,0.7713372058134957,11
20,3,0.07750116163251496,1.0,0.9966901618163836,1.0,0.8315735572205519,0.8068219139035349,0.8252551437884135,12
20,3,0.011938140425965419,1.0,1.0,1.0,0.7878151470349174,0.7907029960220765,0.7860215122847226,13
20,3,0.03732264108769667,1.0,0.9463386507523117,1.0,0.8551880774150467,0.8088175510159256,0.8470061605395405,14
20,3,0.02334964512022216,1.0,1.0,1.0,0.7827685726218141,0.7314981605071724,0.776542689435356,15
20,3,0.023617002311103592,0.875,0.875,0.875,0.7583300699821202,0.7709468330172021,0.7582505803298295,16
20,3,0.03969391076141976,0.9741184636814875,0.9563770656706299,0.9741184636814875,0.8889369128824851,0.7896596160337007,0.8913942339466184,17
20,3,0.10345572532804237,0.9980317565091897,1.0,0.9973047912046766,0.7878969504993326,0.7967367133469807,0.7896907171947637,18
20,3,0.05055192293181868,0.9847998283172029,0.9247437206617746,0.9847998283172029,0.8562754461295516,0.8347644447385477,0.8591003450762551,19
20,4,0.06908559438846154,0.968102788585185,0.9351660397638246,0.968102788585185,0.7925402770477815,0.7690941623142465,0.7951603358613031,0
20,4,0.1230306633509484,0.9754959402041373,0.9263141902588885,0.9866981192267322,0.8093878861294522,0.7579467129165343,0.8075767570180025,1
20,4,0.09141517497652939,0.986600551307129,0.9848612334535363,0.987932280547301,0.7749967286770858,0.7821006086186061,0.7788687172749236,2
20,4,0.0714364008767931,0.975308751427777,0.9655280124276111,0.9782068110236148,0.8026383815404585,0.802562170689531,0.801097257298378,3
20,4,0.0809637920938145,0.9386930606505607,0.8609677392975584,0.9454475266551063,0.7627145210855747,0.763370428520096,0.7615549582392165,4
20,4,0.11422380134891524,0.9811592421799603,0.9467585524213119,0.9824373792070333,0.8108291376038284,0.7942861925367954,0.8037910155724446,5
20,4,0.1564341621745866,0.9460099611218877,0.9136444536928161,0.9592156905599005,0.7667616697625661,0.7650077570010608,0.7633691063609334,6
20,4,0.08832507204444356,0.9393784866658041,0.9517396594118959,0.9411202082434371,0.7859431187698418,0.7529510770582164,0.7834118989130109,7
20,4,0.16292712376334034,0.9558858700691524,0.9382447220851599,0.9561091396413886,0.7910311865001218,0.7732161205458987,0.7900391708806654,8
20,4,0.1563041608313246,0.9941099398055959,0.912087905654877,0.9976894667203887,0.8060944353598032,0.7533625233591522,0.7977003628797944,9
20,4,0.05394999616398698,0.9843817376129622,0.9266440638592167,0.9880064880772419,0.8522139046426725,0.8153712087881673,0.8530127621877464,10
