n_features,n_classes,frac_extreme,ridge_fidelity,ridge_extreme,ridge_moderate,logistic_fidelity,logistic_extreme,logistic_moderate,ridge_direction_variance,logistic_direction_variance,seed
8,3,0.26810054469152467,0.8395525246298493,1.0,0.7807793485752402,0.8365254646352649,1.0,0.7766434526230996,0.01452356891035277,0.012239583098796764,9
8,3,0.14763972800950023,0.8254138459787074,0.9688094068858263,0.8005758962222542,0.8315908877698457,0.9688094068858263,0.8078228808531935,0.014668055519719798,0.015559221779979952,9
8,3,0.16930927732308826,0.8214579180262177,0.9775040685349701,0.789652987201244,0.8260182306219255,0.9775040685349701,0.7951427711499703,0.013898568116011981,0.011693350797433007,9
8,3,0.17733634257190237,0.7866884783711596,0.9919695455628378,0.7424373517699933,0.7964396297630705,0.9919695455628378,0.7542904964955011,0.01783792789467358,0.01304648644164946,9
8,3,0.23819769261547644,0.8148102659143579,0.9740449340515691,0.7650213243910684,0.8133007166246693,0.9740449340515691,0.7630397744862496,0.010797540834011092,0.008392418412656932,10
8,3,0.1388177623008901,0.7734362301646287,0.9516298021135278,0.7447124225528519,0.7745334623410621,0.9516298021135278,0.7459865224220794,0.031006223822329152,0.02551662226861322,10
8,3,0.14244586279887714,0.8211896112063767,0.9849389889911567,0.7939896708300624,0.8085950924393155,0.9718638165075764,0.7814749920758782,0.010507616372145742,0.008511056799765989,10
8,3,0.2418604717075267,0.7906009418180483,0.9432572260620026,0.7419007757687751,0.7924656911795465,0.9432572260620026,0.7443604145185156,0.0061347052459738574,0.004549212362256387,10
8,3,0.1306451813598597,0.7821897847932152,0.9476661478771805,0.7573222750005038,0.7846824194577922,0.9476661478771805,0.760189498614075,0.012808097692583183,0.010554269547841236,10
8,3,0.28623996477510866,0.8812383133028332,0.9946133936160086,0.8357713812897605,0.8813643638538253,0.983652134225757,0.8403437878293342,0.028643941171696174,0.014315777087292609,10
8,3,0.1942954105928157,0.768267144292696,0.9700421297745172,0.7196091694381713,0.7747385794619194,0.9792033406168736,0.725431966042237,0.007355291391051731,0.006140542557251676,10
8,3,0.20878961500456955,0.8001645402042306,0.9160745926093888,0.7695774603632953,0.8027120151508178,0.9160745926093888,0.7727971791573072,0.008918506289877406,0.0054630600261031245,10
8,3,0.32088745596246643,0.8095282336756694,0.9910382791190439,0.723762925369515,0.8136105744619507,0.9910382791190439,0.72977421292726,0.03592778430672414,0.031249346623441747,11
8,3,0.11549602838733532,0.8425771806975768,1.0,0.8220213539398776,0.8428917123026264,1.0,0.8223769561928285,0.023468581724391882,0.022932558643462303,11
8,3,0.12440946643160905,0.8813958261661784,1.0,0.8645437915477902,0.8845412458154441,1.0,0.8681361324065324,0.03858362753793457,0.034536156289497535,11
8,3,0.1441865997613455,0.8810496622961241,1.0,0.8610090264177859,0.877686134206928,1.0,0.85707881442501,0.017035719634764888,0.012607123844423257,11
8,3,0.19574511637374462,0.8498630436520805,0.9625263067229349,0.8224422794269189,0.8503775549043084,0.9625263067229349,0.8230820159864387,0.012184846206109743,0.011003852242261546,11
