n_features,n_classes,ridge_spearman,ridge_recall,logistic_spearman,logistic_recall,seed
8,5,1.0,1.0,1.0,1.0,19
8,5,1.0,1.0,1.0,1.0,19
8,5,0.9761904761904763,1.0,1.0,1.0,19
8,5,1.0,1.0,1.0,1.0,19
8,5,1.0,1.0,1.0,1.0,19
8,5,1.0,1.0,1.0,1.0,19
8,5,1.0,1.0,1.0,1.0,19
8,5,1.0,1.0,1.0,1.0,19
14,3,1.0,1.0,1.0,1.0,0
14,3,1.0,1.0,1.0,1.0,0
14,3,1.0,1.0,1.0,1.0,0
14,3,1.0,1.0,1.0,1.0,0
14,3,1.0,1.0,1.0,1.0,0
14,3,1.0,1.0,1.0,1.0,0
14,3,1.0,1.0,1.0,1.0,0
14,3,1.0,1.0,1.0,1.0,0
14,3,1.0,1.0,1.0,1.0,1
14,3,0.9956043956043955,1.0,0.9956043956043955,1.0,1
14,3,0.9956043956043955,1.0,0.9956043956043955,1.0,1
14,3,0.9956043956043955,1.0,0.9956043956043955,1.0,1
14,3,1.0,1.0,1.0,1.0,1
14,3,0.9956043956043955,1.0,0.9956043956043955,1.0,1
14,3,0.9956043956043955,1.0,0.9956043956043955,1.0,1
14,3,0.9956043956043955,1.0,0.9956043956043955,1.0,1
14,3,1.0,1.0,1.0,1.0,2
14,3,1.0,1.0,0.9956043956043955,1.0,2
14,3,1.0,1.0,0.9956043956043955,1.0,2
14,3,1.0,1.0,0.9912087912087912,0.8571428571428571,2
14,3,1.0,1.0,0.9956043956043955,1.0,2
14,3,1.0,1.0,0.9956043956043955,0.8571428571428571,2
14,3,1.0,1.0,1.0,1.0,2
14,3,1.0,1.0,0.9912087912087912,0.8571428571428571,2
14,3,1.0,1.0,1.0,1.0,3
14,3,1.0,1.0,1.0,1.0,3
14,3,1.0,1.0,1.0,1.0,3
14,3,1.0,1.0,1.0,1.0,3
14,3,1.0,1.0,1.0,1.0,3
14,3,1.0,1.0,0.9956043956043955,1.0,3
14,3,1.0,1.0,1.0,1.0,3
14,3,1.0,1.0,0.9956043956043955,1.0,3
14,3,1.0,1.0,1.0,1.0,4
14,3,1.0,1.0,0.9912087912087912,0.8571428571428571,4
14,3,1.0,1.0,1.0,1.0,4
14,3,1.0,1.0,1.0,1.0,4
14,3,1.0,1.0,1.0,1.0,4
14,3,1.0,1.0,1.0,1.0,4
14,3,1.0,1.0,1.0,1.0,4
14,3,1.0,1.0,1.0,1.0,4
14,3,1.0,1.0,1.0,1.0,5
14,3,1.0,1.0,0.9956043956043955,1.0,5
14,3,1.0,1.0,1.0,1.0,5
14,3,1.0,1.0,1.0,1.0,5
14,3,1.0,1.0,1.0,1.0,5
14,3,1.0,1.0,1.0,1.0,5
14,3,1.0,1.0,0.9956043956043955,1.0,5
14,3,1.0,1.0,0.9868131868131869,1.0,5
14,3,1.0,1.0,0.9868131868131869,1.0,6
14,3,1.0,1.0,0.9956043956043955,1.0,6
14,3,1.0,1.0,0.9824175824175824,1.0,6
14,3,1.0,1.0,0.9956043956043955,1.0,6
14,3,1.0,1.0,0.9868131868131869,1.0,6
14,3,1.0,1.0,1.0,1.0,6
14,3,1.0,1.0,1.0,1.0,6
14,3,1.0,1.0,0.9824175824175824,1.0,6
14,3,1.0,1.0,0.9912087912087912,1.0,7
14,3,1.0,1.0,0.9956043956043955,1.0,7
14,3,1.0,1.0,0.9736263736263736,1.0,7
14,3,1.0,1.0,0.9692307692307693,1.0,7
14,3,1.0,1.0,0.9692307692307693,0.8571428571428571,7
14,3,1.0,1.0,0.9868131868131869,1.0,7
14,3,1.0,1.0,0.9956043956043955,1.0,7
14,3,1.0,1.0,0.9868131868131869,1.0,7
14,3,1.0,1.0,0.9912087912087912,1.0,8
14,3,1.0,1.0,1.0,1.0,8
14,3,1.0,1.0,0.9956043956043955,1.0,8
14,3,1.0,1.0,1.0,1.0,8
14,3,1.0,1.0,1.0,1.0,8
14,3,1.0,1.0,0.9956043956043955,1.0,8
14,3,1.0,1.0,1.0,1.0,8
14,3,1.0,1.0,1.0,1.0,8
14,3,1.0,1.0,0.9956043956043955,1.0,9
14,3,1.0,1.0,1.0,1.0,9
14,3,1.0,1.0,0.9956043956043955,1.0,9
14,3,1.0,1.0,0.9956043956043955,1.0,9
14,3,1.0,1.0,1.0,1.0,9
14,3,1.0,1.0,1.0,1.0,9
14,3,1.0,1.0,0.9956043956043955,1.0,9
14,3,1.0,1.0,1.0,1.0,9
14,3,1.0,1.0,0.9956043956043955,1.0,10
14,3,0.9956043956043955,1.0,0.9956043956043955,1.0,10
14,3,1.0,1.0,1.0,1.0,10
14,3,1.0,1.0,1.0,1.0,10
14,3,0.9956043956043955,1.0,0.9912087912087912,1.0,10
14,3,1.0,1.0,1.0,1.0,10
14,3,1.0,1.0,0.9956043956043955,1.0,10
14,3,1.0,1.0,1.0,1.0,10
14,3,1.0,1.0,1.0,1.0,11
14,3,1.0,1.0,1.0,0.8571428571428571,11
14,3,1.0,1.0,0.9956043956043955,1.0,11
14,3,1.0,1.0,1.0,1.0,11
14,3,1.0,1.0,1.0,0.8571428571428571,11
14,3,1.0,1.0,1.0,1.0,11
14,3,1.0,1.0,1.0,1.0,11
14,3,1.0,1.0,1.0,1.0,11
14,3,1.0,1.0,0.9956043956043955,1.0,12
14,3,1.0,1.0,1.0,1.0,12
14,3,1.0,1.0,1.0,1.0,12
14,3,1.0,1.0,0.9956043956043955,1.0,12
14,3,1.0,1.0,1.0,1.0,12
14,3,1.0,1.0,0.9956043956043955,1.0,12
14,3,1.0,1.0,1.0,1.0,12
14,3,1.0,1.0,0.9956043956043955,1.0,12
14,3,0.9956043956043955,1.0,0.956043956043956,1.0,13
14,3,0.9956043956043955,1.0,0.956043956043956,1.0,13
14,3,1.0,1.0,0.9956043956043955,1.0,13
14,3,0.9956043956043955,1.0,0.9780219780219781,1.0,13
14,3,0.9956043956043955,1.0,0.956043956043956,1.0,13
14,3,0.9956043956043955,1.0,0.9736263736263736,1.0,13
14,3,0.9956043956043955,1.0,0.9604395604395607,1.0,13
14,3,1.0,1.0,1.0,1.0,13
14,3,1.0,1.0,1.0,1.0,14
14,3,1.0,1.0,1.0,1.0,14
14,3,0.9956043956043955,1.0,0.9956043956043955,1.0,14
14,3,1.0,1.0,1.0,1.0,14
14,3,0.9956043956043955,1.0,0.9868131868131869,1.0,14
14,3,1.0,1.0,0.9956043956043955,1.0,14
14,3,1.0,1.0,0.9956043956043955,1.0,14
14,3,0.9956043956043955,1.0,0.9956043956043955,1.0,14
