n_features,n_classes,ridge_spearman,ridge_recall,logistic_spearman,logistic_recall,seed
14,3,1.0,1.0,1.0,1.0,15
14,3,1.0,1.0,1.0,1.0,15
14,3,1.0,1.0,1.0,1.0,15
14,3,1.0,1.0,1.0,1.0,15
14,3,1.0,1.0,1.0,1.0,15
14,3,1.0,1.0,1.0,1.0,15
14,3,1.0,1.0,1.0,1.0,15
14,3,1.0,1.0,1.0,1.0,15
14,3,1.0,1.0,1.0,1.0,16
14,3,1.0,1.0,1.0,1.0,16
14,3,1.0,1.0,1.0,1.0,16
14,3,1.0,1.0,1.0,1.0,16
14,3,1.0,1.0,0.9956043956043955,1.0,16
14,3,1.0,1.0,0.9912087912087912,1.0,16
14,3,1.0,1.0,1.0,1.0,16
14,3,1.0,1.0,1.0,1.0,16
14,3,1.0,1.0,1.0,1.0,17
14,3,1.0,1.0,1.0,1.0,17
14,3,0.9956043956043955,1.0,0.9956043956043955,1.0,17
14,3,1.0,1.0,0.9956043956043955,1.0,17
14,3,1.0,1.0,0.9956043956043955,0.8571428571428571,17
14,3,1.0,1.0,1.0,1.0,17
14,3,0.9956043956043955,1.0,0.9956043956043955,1.0,17
14,3,1.0,1.0,0.9956043956043955,0.8571428571428571,17
14,3,1.0,1.0,1.0,1.0,18
14,3,1.0,1.0,0.9956043956043955,1.0,18
14,3,1.0,1.0,1.0,1.0,18
14,3,1.0,1.0,1.0,1.0,18
14,3,1.0,1.0,1.0,1.0,18
14,3,1.0,1.0,1.0,1.0,18
14,3,1.0,1.0,1.0,1.0,18
14,3,1.0,1.0,0.9956043956043955,1.0,18
14,3,0.9956043956043955,0.8571428571428571,0.9868131868131869,0.8571428571428571,19
14,3,0.9956043956043955,0.8571428571428571,0.9956043956043955,1.0,19
14,3,0.9956043956043955,0.8571428571428571,0.9692307692307693,0.8571428571428571,19
14,3,0.9956043956043955,0.8571428571428571,0.9912087912087912,0.8571428571428571,19
14,3,0.9956043956043955,0.8571428571428571,0.9912087912087912,0.8571428571428571,19
14,3,1.0,1.0,0.9692307692307693,0.8571428571428571,19
14,3,0.9956043956043955,0.8571428571428571,0.9780219780219781,0.8571428571428571,19
14,3,0.9868131868131869,0.8571428571428571,0.9868131868131869,0.8571428571428571,19
14,4,0.9736263736263736,0.8571428571428571,0.9956043956043955,0.8571428571428571,0
14,4,1.0,1.0,0.9912087912087912,1.0,0
14,4,0.9912087912087912,1.0,1.0,1.0,0
14,4,1.0,1.0,1.0,1.0,0
14,4,0.9912087912087912,1.0,0.9912087912087912,0.8571428571428571,0
14,4,0.9912087912087912,0.8571428571428571,1.0,1.0,0
14,4,1.0,1.0,0.9912087912087912,0.8571428571428571,0
14,4,0.9956043956043955,1.0,0.9912087912087912,1.0,0
14,4,0.9956043956043955,1.0,1.0,1.0,1
14,4,1.0,1.0,1.0,1.0,1
14,4,1.0,1.0,1.0,1.0,1
14,4,1.0,1.0,1.0,1.0,1
14,4,1.0,0.8571428571428571,1.0,1.0,1
14,4,1.0,1.0,0.9956043956043955,1.0,1
14,4,1.0,1.0,1.0,1.0,1
14,4,1.0,1.0,1.0,1.0,1
14,4,1.0,1.0,1.0,1.0,2
14,4,1.0,1.0,0.9956043956043955,1.0,2
14,4,1.0,1.0,1.0,0.8571428571428571,2
14,4,1.0,1.0,1.0,1.0,2
14,4,1.0,1.0,1.0,0.8571428571428571,2
14,4,1.0,1.0,1.0,0.8571428571428571,2
14,4,1.0,1.0,1.0,0.8571428571428571,2
14,4,1.0,1.0,1.0,1.0,2
14,4,1.0,1.0,1.0,1.0,3
14,4,1.0,1.0,1.0,1.0,3
14,4,1.0,1.0,0.9956043956043955,1.0,3
14,4,1.0,1.0,0.9956043956043955,0.8571428571428571,3
14,4,1.0,1.0,1.0,1.0,3
14,4,1.0,1.0,0.9956043956043955,0.8571428571428571,3
14,4,1.0,1.0,0.9956043956043955,1.0,3
14,4,1.0,1.0,1.0,1.0,3
14,4,1.0,1.0,1.0,1.0,4
14,4,1.0,1.0,0.9956043956043955,1.0,4
14,4,1.0,1.0,0.9956043956043955,1.0,4
14,4,1.0,1.0,1.0,1.0,4
14,4,1.0,1.0,1.0,1.0,4
14,4,1.0,1.0,0.9956043956043955,1.0,4
14,4,1.0,1.0,0.9956043956043955,1.0,4
14,4,1.0,1.0,1.0,1.0,4
14,4,1.0,1.0,0.9956043956043955,1.0,5
14,4,1.0,1.0,1.0,1.0,5
14,4,1.0,1.0,1.0,1.0,5
14,4,1.0,1.0,1.0,1.0,5
14,4,1.0,1.0,0.9956043956043955,1.0,5
14,4,1.0,1.0,0.9956043956043955,1.0,5
14,4,1.0,1.0,1.0,1.0,5
14,4,1.0,1.0,0.9956043956043955,1.0,5
14,4,1.0,1.0,1.0,1.0,6
14,4,1.0,1.0,1.0,1.0,6
14,4,1.0,1.0,1.0,1.0,6
14,4,1.0,1.0,1.0,1.0,6
14,4,1.0,1.0,1.0,1.0,6
14,4,1.0,1.0,1.0,1.0,6
14,4,1.0,1.0,0.9956043956043955,1.0,6
14,4,1.0,1.0,1.0,1.0,6
14,4,1.0,1.0,0.9912087912087912,1.0,7
14,4,1.0,1.0,1.0,0.8571428571428571,7
14,4,1.0,1.0,0.9956043956043955,1.0,7
14,4,0.9956043956043955,1.0,0.9956043956043955,1.0,7
14,4,1.0,1.0,1.0,0.8571428571428571,7
14,4,1.0,1.0,1.0,1.0,7
14,4,1.0,1.0,1.0,1.0,7
14,4,1.0,1.0,1.0,1.0,7
14,4,1.0,1.0,1.0,1.0,8
14,4,1.0,1.0,1.0,1.0,8
14,4,1.0,1.0,1.0,1.0,8
14,4,1.0,1.0,1.0,1.0,8
14,4,1.0,1.0,1.0,1.0,8
14,4,1.0,1.0,1.0,1.0,8
14,4,1.0,1.0,1.0,1.0,8
14,4,1.0,1.0,0.9956043956043955,1.0,8
14,4,1.0,1.0,1.0,1.0,9
14,4,1.0,1.0,1.0,1.0,9
14,4,1.0,1.0,0.9912087912087912,1.0,9
14,4,1.0,1.0,0.9956043956043955,1.0,9
14,4,1.0,1.0,1.0,1.0,9
14,4,0.9956043956043955,1.0,0.9956043956043955,1.0,9
14,4,0.9956043956043955,1.0,0.9956043956043955,1.0,9
14,4,1.0,1.0,1.0,1.0,9
14,4,1.0,1.0,0.9956043956043955,0.8571428571428571,10
14,4,1.0,1.0,1.0,1.0,10
14,4,1.0,1.0,0.9956043956043955,1.0,10
14,4,1.0,1.0,0.9956043956043955,1.0,10
14,4,1.0,1.0,1.0,1.0,10
14,4,1.0,1.0,0.9956043956043955,0.8571428571428571,10
14,4,1.0,1.0,1.0,1.0,10
14,4,1.0,1.0,1.0,1.0,10
14,4,1.0,1.0,1.0,1.0,11
14,4,1.0,1.0,1.0,1.0,11
14,4,1.0,1.0,1.0,1.0,11
14,4,1.0,1.0,1.0,1.0,11
14,4,1.0,1.0,1.0,1.0,11
14,4,1.0,1.0,1.0,1.0,11
14,4,1.0,1.0,1.0,1.0,11
14,4,1.0,1.0,0.9956043956043955,1.0,11
14,4,1.0,1.0,1.0,1.0,12
14,4,1.0,1.0,1.0,1.0,12
14,4,1.0,1.0,1.0,1.0,12
14,4,1.0,1.0,1.0,1.0,12
14,4,1.0,1.0,1.0,1.0,12
14,4,1.0,1.0,0.9956043956043955,1.0,12
14,4,1.0,1.0,1.0,1.0,12
14,4,1.0,1.0,0.9956043956043955,1.0,12
14,4,1.0,1.0,0.9956043956043955,1.0,13
14,4,1.0,1.0,1.0,1.0,13
14,4,0.9956043956043955,1.0,0.9956043956043955,1.0,13
14,4,1.0,1.0,0.9912087912087912,0.8571428571428571,13
14,4,1.0,1.0,0.9956043956043955,0.8571428571428571,13
14,4,1.0,1.0,0.9956043956043955,1.0,13
14,4,1.0,1.0,1.0,1.0,13
14,4,0.9956043956043955,1.0,0.9912087912087912,0.8571428571428571,13
14,4,1.0,1.0,1.0,1.0,14
14,4,1.0,1.0,1.0,1.0,14
14,4,0.9868131868131869,0.8571428571428571,0.9956043956043955,1.0,14
14,4,1.0,1.0,0.9956043956043955,1.0,14
14,4,1.0,1.0,1.0,1.0,14
14,4,1.0,1.0,1.0,1.0,14
14,4,1.0,1.0,1.0,1.0,14
14,4,1.0,1.0,0.9956043956043955,0.8571428571428571,14
14,4,1.0,1.0,0.9956043956043955,1.0,15
14,4,1.0,1.0,0.9956043956043955,1.0,15
14,4,1.0,1.0,1.0,1.0,15
14,4,1.0,1.0,1.0,1.0,15
14,4,1.0,1.0,1.0,1.0,15
14,4,1.0,1.0,1.0,1.0,15
14,4,1.0,1.0,0.9956043956043955,1.0,15
14,4,1.0,1.0,1.0,1.0,15
14,4,1.0,1.0,1.0,1.0,16
14,4,1.0,1.0,0.9956043956043955,1.0,16
14,4,1.0,1.0,1.0,1.0,16
14,4,1.0,1.0,0.9956043956043955,0.8571428571428571,16
14,4,1.0,1.0,1.0,1.0,16
14,4,1.0,1.0,1.0,1.0,16
14,4,1.0,1.0,1.0,1.0,16
14,4,1.0,1.0,1.0,1.0,16
14,4,1.0,1.0,1.0,1.0,17
14,4,1.0,1.0,1.0,1.0,17
14,4,1.0,1.0,1.0,1.0,17
14,4,1.0,1.0,1.0,1.0,17
14,4,1.0,1.0,1.0,1.0,17
14,4,1.0,1.0,0.9956043956043955,0.8571428571428571,17
14,4,1.0,1.0,1.0,1.0,17
14,4,1.0,1.0,0.9956043956043955,0.8571428571428571,17
14,4,1.0,1.0,1.0,1.0,18
14,4,1.0,1.0,1.0,1.0,18
14,4,1.0,1.0,1.0,1.0,18
14,4,1.0,1.0,1.0,1.0,18
14,4,1.0,1.0,1.0,1.0,18
14,4,1.0,1.0,1.0,1.0,18
14,4,1.0,1.0,1.0,1.0,18
14,4,1.0,1.0,0.9956043956043955,0.8571428571428571,18
14,4,1.0,1.0,1.0,1.0,19
14,4,1.0,1.0,1.0,1.0,19
14,4,1.0,1.0,0.9956043956043955,1.0,19
14,4,1.0,1.0,1.0,1.0,19
14,4,1.0,1.0,1.0,1.0,19
14,4,1.0,1.0,1.0,1.0,19
14,4,1.0,1.0,1.0,1.0,19
14,4,1.0,1.0,1.0,1.0,19
14,5,1.0,1.0,1.0,1.0,0
14,5,1.0,1.0,1.0,1.0,0
14,5,1.0,1.0,1.0,1.0,0
14,5,1.0,1.0,1.0,1.0,0
14,5,1.0,1.0,0.9912087912087912,1.0,0
14,5,1.0,1.0,1.0,1.0,0
14,5,1.0,1.0,1.0,1.0,0
14,5,1.0,1.0,1.0,1.0,0
14,5,1.0,1.0,0.9912087912087912,0.8571428571428571,1
14,5,1.0,1.0,1.0,1.0,1
14,5,1.0,1.0,1.0,1.0,1
14,5,1.0,1.0,1.0,1.0,1
14,5,1.0,1.0,1.0,1.0,1
14,5,1.0,1.0,1.0,1.0,1
14,5,0.9824175824175824,1.0,0.9868131868131869,1.0,1
14,5,1.0,1.0,0.9956043956043955,1.0,1
14,5,1.0,1.0,0.9956043956043955,1.0,2
14,5,0.9956043956043955,1.0,0.9912087912087912,1.0,2
14,5,1.0,1.0,1.0,1.0,2
14,5,1.0,1.0,1.0,1.0,2
14,5,1.0,1.0,1.0,0.8571428571428571,2
14,5,1.0,1.0,0.9956043956043955,0.8571428571428571,2
14,5,1.0,1.0,1.0,1.0,2
14,5,1.0,1.0,0.9956043956043955,1.0,2
14,5,1.0,1.0,1.0,1.0,3
14,5,1.0,1.0,1.0,1.0,3
14,5,1.0,1.0,1.0,1.0,3
14,5,1.0,1.0,1.0,1.0,3
14,5,1.0,1.0,1.0,1.0,3
14,5,1.0,1.0,1.0,1.0,3
14,5,1.0,1.0,1.0,1.0,3
14,5,1.0,1.0,1.0,1.0,3
14,5,1.0,1.0,0.9956043956043955,1.0,4
14,5,1.0,1.0,1.0,1.0,4
14,5,1.0,1.0,1.0,1.0,4
14,5,1.0,1.0,0.9956043956043955,0.8571428571428571,4
14,5,1.0,1.0,1.0,1.0,4
14,5,1.0,1.0,1.0,1.0,4
14,5,1.0,1.0,0.9912087912087912,1.0,4
14,5,1.0,1.0,0.9912087912087912,1.0,4
14,5,1.0,1.0,0.9956043956043955,1.0,5
14,5,1.0,1.0,1.0,1.0,5
14,5,1.0,1.0,1.0,1.0,5
14,5,1.0,1.0,1.0,1.0,5
14,5,1.0,1.0,1.0,1.0,5
14,5,1.0,1.0,1.0,1.0,5
14,5,1.0,1.0,0.9956043956043955,1.0,5
14,5,1.0,1.0,1.0,1.0,5
14,5,1.0,1.0,1.0,1.0,6
14,5,1.0,1.0,1.0,1.0,6
14,5,1.0,1.0,1.0,1.0,6
14,5,1.0,1.0,1.0,1.0,6
14,5,1.0,1.0,1.0,1.0,6
14,5,1.0,1.0,1.0,1.0,6
14,5,1.0,1.0,1.0,1.0,6
14,5,1.0,1.0,1.0,1.0,6
14,5,1.0,1.0,1.0,1.0,7
14,5,1.0,1.0,1.0,1.0,7
14,5,1.0,1.0,1.0,1.0,7
14,5,1.0,1.0,1.0,1.0,7
14,5,1.0,1.0,1.0,1.0,7
14,5,1.0,1.0,1.0,1.0,7
14,5,1.0,1.0,1.0,1.0,7
14,5,1.0,1.0,1.0,1.0,7
14,5,1.0,1.0,1.0,1.0,8
14,5,1.0,1.0,1.0,1.0,8
14,5,1.0,1.0,1.0,1.0,8
14,5,1.0,1.0,1.0,1.0,8
14,5,0.9956043956043955,0.8571428571428571,0.9956043956043955,0.8571428571428571,8
14,5,1.0,1.0,0.9956043956043955,1.0,8
14,5,1.0,1.0,1.0,1.0,8
14,5,0.9956043956043955,0.8571428571428571,0.9956043956043955,0.8571428571428571,8
14,5,1.0,1.0,1.0,1.0,9
14,5,1.0,1.0,0.9956043956043955,1.0,9
14,5,1.0,1.0,1.0,0.8571428571428571,9
14,5,1.0,1.0,1.0,1.0,9
14,5,1.0,1.0,1.0,1.0,9
14,5,1.0,1.0,1.0,1.0,9
14,5,1.0,1.0,1.0,1.0,9
14,5,1.0,1.0,0.9956043956043955,1.0,9
14,5,1.0,1.0,1.0,1.0,10
14,5,1.0,1.0,0.9956043956043955,1.0,10
14,5,1.0,1.0,1.0,1.0,10
14,5,1.0,1.0,1.0,1.0,10
14,5,1.0,1.0,0.9956043956043955,1.0,10
14,5,1.0,1.0,1.0,1.0,10
14,5,1.0,1.0,1.0,1.0,10
14,5,1.0,1.0,0.9912087912087912,1.0,10
14,5,0.9956043956043955,1.0,1.0,1.0,11
14,5,0.9956043956043955,1.0,1.0,1.0,11
14,5,1.0,1.0,1.0,1.0,11
14,5,1.0,1.0,0.9956043956043955,1.0,11
14,5,1.0,1.0,1.0,1.0,11
14,5,1.0,1.0,1.0,1.0,11
14,5,1.0,1.0,1.0,1.0,11
14,5,1.0,1.0,1.0,1.0,11
14,5,1.0,1.0,1.0,1.0,12
14,5,1.0,1.0,0.9956043956043955,1.0,12
14,5,1.0,1.0,1.0,1.0,12
14,5,1.0,1.0,1.0,1.0,12
14,5,1.0,1.0,1.0,1.0,12
14,5,1.0,1.0,1.0,1.0,12
14,5,1.0,1.0,0.9912087912087912,1.0,12
14,5,1.0,1.0,1.0,1.0,12
14,5,1.0,1.0,0.9956043956043955,1.0,13
14,5,1.0,1.0,1.0,1.0,13
14,5,1.0,1.0,0.9956043956043955,1.0,13
14,5,1.0,1.0,0.9956043956043955,1.0,13
14,5,1.0,1.0,0.9956043956043955,1.0,13
14,5,1.0,1.0,1.0,1.0,13
14,5,1.0,1.0,0.9956043956043955,1.0,13
14,5,1.0,1.0,1.0,1.0,13
14,5,1.0,1.0,1.0,1.0,14
14,5,1.0,1.0,1.0,0.8571428571428571,14
14,5,1.0,1.0,1.0,1.0,14
14,5,1.0,1.0,1.0,1.0,14
14,5,1.0,1.0,1.0,1.0,14
14,5,1.0,1.0,0.9956043956043955,0.8571428571428571,14
14,5,1.0,1.0,1.0,1.0,14
14,5,1.0,1.0,1.0,1.0,14
14,5,1.0,1.0,1.0,1.0,15
14,5,0.9956043956043955,1.0,0.9956043956043955,0.8571428571428571,15
14,5,1.0,1.0,1.0,1.0,15
14,5,1.0,1.0,1.0,1.0,15
14,5,1.0,1.0,1.0,1.0,15
14,5,1.0,1.0,1.0,1.0,15
14,5,1.0,1.0,1.0,1.0,15
14,5,1.0,1.0,1.0,1.0,15
14,5,1.0,1.0,0.9912087912087912,1.0,16
14,5,1.0,1.0,1.0,1.0,16
14,5,1.0,0.8571428571428571,0.9956043956043955,1.0,16
14,5,1.0,1.0,1.0,1.0,16
14,5,1.0,1.0,1.0,1.0,16
14,5,1.0,1.0,1.0,1.0,16
14,5,1.0,1.0,1.0,1.0,16
14,5,1.0,1.0,0.9912087912087912,1.0,16
14,5,1.0,1.0,1.0,1.0,17
14,5,1.0,1.0,1.0,1.0,17
14,5,1.0,1.0,1.0,1.0,17
14,5,1.0,1.0,1.0,1.0,17
14,5,1.0,1.0,1.0,1.0,17
14,5,1.0,1.0,1.0,1.0,17
14,5,1.0,1.0,1.0,1.0,17
14,5,1.0,1.0,1.0,1.0,17
14,5,1.0,1.0,1.0,1.0,18
14,5,1.0,1.0,0.9824175824175824,1.0,18
14,5,1.0,1.0,1.0,1.0,18
14,5,1.0,1.0,1.0,1.0,18
14,5,1.0,1.0,1.0,1.0,18
14,5,1.0,1.0,1.0,1.0,18
14,5,1.0,1.0,1.0,1.0,18
14,5,1.0,1.0,1.0,1.0,18
14,5,1.0,1.0,1.0,1.0,19
14,5,1.0,1.0,1.0,1.0,19
14,5,1.0,1.0,1.0,1.0,19
14,5,1.0,1.0,1.0,1.0,19
14,5,1.0,1.0,1.0,1.0,19
14,5,1.0,1.0,1.0,1.0,19
14,5,1.0,1.0,1.0,1.0,19
14,5,1.0,1.0,1.0,0.8571428571428571,19
20,3,1.0,1.0,1.0,1.0,0
20,3,1.0,1.0,0.9984962406015038,1.0,0
20,3,1.0,1.0,0.9984962406015038,1.0,0
20,3,1.0,1.0,1.0,1.0,0
20,3,1.0,1.0,0.9984962406015038,1.0,0
20,3,1.0,1.0,1.0,1.0,0
20,3,1.0,1.0,0.9969924812030074,1.0,0
20,3,1.0,1.0,0.9984962406015038,1.0,0
20,3,1.0,1.0,0.9984962406015038,1.0,1
20,3,1.0,1.0,1.0,1.0,1
20,3,1.0,1.0,1.0,1.0,1
20,3,1.0,1.0,1.0,1.0,1
20,3,1.0,1.0,1.0,0.9,1
20,3,1.0,1.0,0.9984962406015038,1.0,1
20,3,1.0,1.0,1.0,1.0,1
20,3,1.0,1.0,1.0,1.0,1
20,3,1.0,1.0,0.9954887218045112,1.0,2
20,3,1.0,1.0,0.9969924812030074,1.0,2
20,3,0.9984962406015038,1.0,0.9954887218045112,1.0,2
20,3,1.0,1.0,0.9984962406015038,1.0,2
20,3,1.0,1.0,0.9969924812030074,1.0,2
20,3,1.0,1.0,0.9969924812030074,1.0,2
20,3,1.0,1.0,0.9969924812030074,1.0,2
20,3,1.0,1.0,0.9969924812030074,1.0,2
20,3,0.9954887218045112,1.0,0.9984962406015038,1.0,3
20,3,0.9984962406015038,1.0,0.9984962406015038,1.0,3
20,3,0.9909774436090225,1.0,0.993984962406015,1.0,3
20,3,1.0,1.0,0.9984962406015038,1.0,3
20,3,1.0,1.0,0.9984962406015038,1.0,3
20,3,1.0,1.0,0.9984962406015038,1.0,3
20,3,0.9984962406015038,1.0,0.9984962406015038,1.0,3
20,3,0.9984962406015038,1.0,0.9984962406015038,1.0,3
20,3,1.0,1.0,0.9969924812030074,1.0,4
20,3,1.0,1.0,0.9984962406015038,1.0,4
20,3,1.0,1.0,1.0,1.0,4
20,3,1.0,1.0,0.9984962406015038,0.9,4
20,3,0.9984962406015038,1.0,0.9984962406015038,0.9,4
20,3,1.0,1.0,0.9984962406015038,0.9,4
20,3,1.0,1.0,1.0,0.9,4
20,3,1.0,0.9,0.9984962406015038,0.9,4
20,3,1.0,1.0,0.9969924812030074,0.9,5
20,3,1.0,0.9,0.9969924812030074,0.9,5
20,3,0.9984962406015038,1.0,0.9984962406015038,1.0,5
20,3,1.0,0.9,0.9984962406015038,0.9,5
20,3,1.0,1.0,0.9984962406015038,1.0,5
20,3,0.9984962406015038,1.0,1.0,1.0,5
20,3,1.0,1.0,0.9969924812030074,1.0,5
20,3,1.0,1.0,0.9984962406015038,1.0,5
20,3,0.9984962406015038,1.0,0.9954887218045112,1.0,6
20,3,1.0,1.0,0.9969924812030074,0.9,6
20,3,1.0,1.0,0.9984962406015038,0.9,6
20,3,1.0,1.0,0.9984962406015038,0.9,6
20,3,1.0,1.0,0.9984962406015038,1.0,6
20,3,0.9984962406015038,1.0,0.9984962406015038,0.9,6
20,3,1.0,1.0,0.993984962406015,0.9,6
20,3,1.0,1.0,0.9984962406015038,0.9,6
20,3,1.0,1.0,0.9984962406015038,0.9,7
20,3,1.0,1.0,0.9954887218045112,1.0,7
20,3,1.0,1.0,0.9984962406015038,1.0,7
20,3,1.0,1.0,0.9909774436090225,1.0,7
20,3,1.0,1.0,0.9969924812030074,1.0,7
20,3,1.0,1.0,1.0,1.0,7
20,3,1.0,1.0,1.0,0.9,7
20,3,1.0,1.0,0.9954887218045112,1.0,7
20,3,1.0,1.0,1.0,1.0,8
20,3,1.0,1.0,1.0,1.0,8
20,3,1.0,1.0,1.0,1.0,8
20,3,1.0,1.0,1.0,1.0,8
20,3,0.9984962406015038,1.0,0.9984962406015038,1.0,8
20,3,1.0,1.0,1.0,1.0,8
20,3,1.0,1.0,1.0,1.0,8
20,3,0.9984962406015038,0.9,1.0,1.0,8
20,3,1.0,1.0,1.0,1.0,9
20,3,1.0,1.0,0.9984962406015038,1.0,9
20,3,1.0,1.0,0.9984962406015038,1.0,9
20,3,1.0,1.0,0.9984962406015038,1.0,9
20,3,1.0,1.0,1.0,1.0,9
20,3,1.0,1.0,1.0,1.0,9
20,3,1.0,1.0,0.9984962406015038,1.0,9
20,3,0.9984962406015038,1.0,0.9984962406015038,1.0,9
20,3,1.0,1.0,0.993984962406015,0.9,10
20,3,1.0,1.0,0.9984962406015038,1.0,10
20,3,0.9984962406015038,1.0,0.9954887218045112,1.0,10
20,3,1.0,1.0,0.9954887218045112,1.0,10
20,3,1.0,1.0,0.993984962406015,0.9,10
20,3,1.0,1.0,0.9954887218045112,0.9,10
20,3,1.0,1.0,0.9984962406015038,1.0,10
20,3,0.9984962406015038,1.0,0.9909774436090225,1.0,10
20,3,1.0,1.0,1.0,1.0,11
20,3,1.0,1.0,1.0,1.0,11
20,3,1.0,1.0,1.0,1.0,11
20,3,1.0,1.0,0.9984962406015038,1.0,11
20,3,0.9984962406015038,1.0,0.9984962406015038,1.0,11
20,3,1.0,1.0,1.0,1.0,11
20,3,1.0,1.0,1.0,1.0,11
20,3,1.0,1.0,1.0,1.0,11
20,3,0.9969924812030074,1.0,0.9849624060150375,0.9,12
20,3,0.9984962406015038,1.0,0.9924812030075187,0.9,12
20,3,0.9969924812030074,1.0,0.9924812030075187,0.9,12
20,3,1.0,1.0,0.9924812030075187,1.0,12
20,3,0.9984962406015038,1.0,0.9924812030075187,1.0,12
20,3,1.0,1.0,0.993984962406015,1.0,12
20,3,1.0,1.0,0.993984962406015,1.0,12
20,3,0.9984962406015038,1.0,0.993984962406015,1.0,12
20,3,0.9984962406015038,1.0,0.9954887218045112,1.0,13
20,3,1.0,1.0,0.9984962406015038,0.9,13
20,3,0.9984962406015038,1.0,0.9954887218045112,1.0,13
20,3,1.0,1.0,0.9984962406015038,0.9,13
20,3,0.9984962406015038,1.0,0.9984962406015038,1.0,13
20,3,0.9984962406015038,1.0,0.9954887218045112,1.0,13
20,3,1.0,1.0,0.9984962406015038,0.9,13
20,3,1.0,1.0,1.0,0.9,13
20,3,1.0,1.0,0.9954887218045112,0.9,14
20,3,1.0,1.0,0.9984962406015038,0.9,14
20,3,1.0,1.0,0.9969924812030074,0.9,14
20,3,1.0,1.0,0.9984962406015038,1.0,14
20,3,1.0,1.0,0.9954887218045112,0.9,14
20,3,1.0,1.0,0.9969924812030074,0.9,14
20,3,1.0,1.0,0.9969924812030074,1.0,14
20,3,1.0,1.0,0.9969924812030074,0.9,14
20,3,1.0,1.0,0.9969924812030074,1.0,15
20,3,1.0,1.0,0.9954887218045112,0.9,15
20,3,1.0,1.0,0.9969924812030074,1.0,15
20,3,1.0,1.0,0.9984962406015038,1.0,15
20,3,1.0,1.0,0.9954887218045112,1.0,15
20,3,1.0,1.0,0.9969924812030074,1.0,15
20,3,1.0,1.0,0.9984962406015038,1.0,15
20,3,1.0,1.0,0.9954887218045112,0.9,15
20,3,0.9984962406015038,1.0,0.9969924812030074,1.0,16
20,3,1.0,1.0,0.9954887218045112,0.9,16
20,3,1.0,1.0,0.9969924812030074,1.0,16
20,3,1.0,1.0,0.9894736842105262,0.9,16
20,3,1.0,1.0,0.9984962406015038,1.0,16
20,3,0.9969924812030074,1.0,0.9954887218045112,1.0,16
20,3,1.0,1.0,0.9969924812030074,1.0,16
20,3,1.0,1.0,0.9969924812030074,1.0,16
20,3,1.0,1.0,0.9969924812030074,0.9,17
20,3,1.0,1.0,1.0,1.0,17
20,3,1.0,1.0,1.0,1.0,17
20,3,1.0,1.0,0.9984962406015038,0.9,17
20,3,1.0,1.0,0.9984962406015038,1.0,17
20,3,1.0,1.0,0.9969924812030074,0.9,17
20,3,1.0,1.0,1.0,1.0,17
20,3,1.0,1.0,1.0,1.0,17
20,3,1.0,1.0,1.0,1.0,18
20,3,1.0,1.0,0.9984962406015038,1.0,18
20,3,1.0,1.0,0.9969924812030074,1.0,18
20,3,1.0,1.0,0.9984962406015038,1.0,18
20,3,1.0,1.0,1.0,1.0,18
20,3,1.0,1.0,0.9984962406015038,1.0,18
20,3,1.0,1.0,0.9984962406015038,1.0,18
20,3,1.0,1.0,1.0,1.0,18
20,3,1.0,1.0,0.9984962406015038,1.0,19
20,3,1.0,1.0,0.9984962406015038,1.0,19
20,3,1.0,1.0,1.0,1.0,19
20,3,1.0,1.0,1.0,1.0,19
20,3,1.0,1.0,0.9984962406015038,1.0,19
20,3,1.0,1.0,0.9984962406015038,1.0,19
20,3,1.0,1.0,1.0,1.0,19
20,3,1.0,1.0,1.0,1.0,19
20,4,1.0,1.0,1.0,1.0,0
20,4,1.0,1.0,1.0,1.0,0
20,4,1.0,1.0,1.0,1.0,0
20,4,1.0,1.0,0.9969924812030074,1.0,0
20,4,1.0,1.0,0.9984962406015038,1.0,0
20,4,1.0,1.0,1.0,1.0,0
20,4,1.0,1.0,0.9969924812030074,1.0,0
20,4,1.0,1.0,1.0,1.0,0
20,4,1.0,1.0,1.0,1.0,1
20,4,1.0,1.0,0.9984962406015038,1.0,1
20,4,1.0,1.0,0.9924812030075187,0.9,1
20,4,1.0,1.0,0.9984962406015038,0.9,1
20,4,1.0,1.0,1.0,1.0,1
20,4,1.0,1.0,0.9909774436090225,0.9,1
20,4,1.0,1.0,1.0,1.0,1
20,4,1.0,1.0,1.0,1.0,1
20,4,0.9984962406015038,1.0,1.0,1.0,2
20,4,1.0,1.0,1.0,1.0,2
20,4,1.0,1.0,1.0,1.0,2
20,4,1.0,1.0,1.0,1.0,2
20,4,1.0,1.0,1.0,1.0,2
20,4,1.0,1.0,1.0,1.0,2
20,4,0.9984962406015038,1.0,0.9969924812030074,1.0,2
20,4,1.0,1.0,1.0,1.0,2
20,4,1.0,1.0,0.9984962406015038,1.0,3
20,4,1.0,1.0,0.9984962406015038,0.9,3
20,4,1.0,1.0,0.9984962406015038,1.0,3
20,4,1.0,1.0,0.9984962406015038,1.0,3
20,4,1.0,1.0,0.9984962406015038,1.0,3
20,4,1.0,1.0,1.0,1.0,3
20,4,0.9984962406015038,1.0,0.9984962406015038,0.9,3
20,4,0.9984962406015038,1.0,0.9984962406015038,1.0,3
20,4,1.0,1.0,0.9969924812030074,1.0,4
