n_features,n_classes,metric,method_a,method_b,n_seeds,mean_a,ci_lo_a,ci_hi_a,mean_b,ci_lo_b,ci_hi_b,mean_diff,p_value,effect_size,p_value_holm_reject
20,5,spearman,ovr_spearman,fisher_soft_spearman,20,0.9732236842105264,0.966531719924812,0.9789661654135339,0.9816353383458647,0.9772366071428571,0.9852164003759398,-0.008411654135338347,4.76837158203125e-05,-0.9238095238095239,True
8,3,spearman,fisher_soft_spearman,fisher_hard_spearman,20,0.9834821428571431,0.9784226190476192,0.9880952380952379,0.9633928571428573,0.9519308035714287,0.9735119047619047,0.02008928571428569,9.5367431640625e-06,0.9761904761904762,True
8,4,spearman,fisher_soft_spearman,fisher_hard_spearman,20,0.9866071428571429,0.9818452380952379,0.9904761904761905,0.9663690476190476,0.9574404761904762,0.9742559523809522,0.02023809523809521,1.9073486328125e-06,1.0,True
8,5,spearman,fisher_soft_spearman,fisher_hard_spearman,20,0.9808035714285717,0.9754464285714288,0.9857142857142858,0.9617559523809526,0.9546130952380952,0.9687537202380954,0.01904761904761903,0.00012936777246760716,1.0,True
14,3,spearman,fisher_soft_spearman,fisher_hard_spearman,20,0.9833791208791209,0.978323489010989,0.987554945054945,0.9501098901098899,0.9373351648351649,0.9598358516483515,0.03326923076923076,1.9073486328125e-06,1.0,True
14,4,spearman,fisher_soft_spearman,fisher_hard_spearman,20,0.9817582417582418,0.9780769230769231,0.9852472527472529,0.9498076923076922,0.9412637362637364,0.9579395604395604,0.031950549450549454,1.9073486328125e-06,1.0,True
14,5,spearman,fisher_soft_spearman,fisher_hard_spearman,20,0.9846153846153847,0.9820054945054946,0.9870329670329671,0.9524725274725274,0.9462637362637363,0.9585714285714285,0.032142857142857154,1.9073486328125e-06,1.0,True
20,3,spearman,fisher_soft_spearman,fisher_hard_spearman,20,0.9841541353383458,0.9810996240601504,0.986955122180451,0.9462124060150376,0.9383453947368422,0.9531675281954886,0.03794172932330825,1.9073486328125e-06,1.0,True
20,4,spearman,fisher_soft_spearman,fisher_hard_spearman,20,0.9820112781954886,0.9784774436090228,0.9853289473684207,0.9406954887218044,0.9319544172932329,0.9492960526315789,0.04131578947368418,1.9073486328125e-06,1.0,True
20,5,spearman,fisher_soft_spearman,fisher_hard_spearman,20,0.9816353383458647,0.9772366071428571,0.9852164003759398,0.9447932330827067,0.9349149436090225,0.9523310620300751,0.036842105263157884,1.9073486328125e-06,1.0,True
