n_features,n_classes,frac_extreme,standard_fidelity,standard_extreme,standard_moderate,pairkernel_fidelity,pairkernel_extreme,pairkernel_moderate,standard_direction_variance,pairkernel_direction_variance,seed
8,3,0.1522378019845953,0.8436213941151742,0.9805231940669656,0.8190371071993562,0.8414437506092853,0.9805231940669656,0.8164684110355183,0.008468810181953099,0.009537998014514529,2
8,3,0.2559595872554285,0.8868462285803224,1.0,0.847919858274522,0.8941512942960983,1.0,0.8577379616875197,0.023441031110795596,0.014910482209796152,2
8,3,0.1380793656820424,0.7849248811995387,0.9530649722316846,0.7579889010279871,0.7977531817896416,0.9791999036353508,0.7686854843010358,0.02225860314577997,0.018828237893236073,2
8,3,0.2622640254904068,0.8459650128358129,0.9906942285494243,0.7945139950860641,0.8465160147639806,0.9906942285494243,0.795260877368081,0.016276054624685198,0.014761584958895561,2
8,3,0.1439291152503673,0.8069742198545341,1.0,0.774521265021274,0.8113223814709811,1.0,0.7796004724723236,0.00609734185353182,0.005876677657640495,2
8,3,0.10953802634574714,0.8552963292130972,1.0,0.8374959570782433,0.8534845909150989,1.0,0.8354613521747197,0.017277638137325035,0.01860709455068038,2
8,3,0.13272075715176876,0.8204467617441167,0.992752511359669,0.7940786113021938,0.8117241403087381,0.9540163688314333,0.7899489941120832,0.011293269157691056,0.00896398984402026,2
8,3,0.31804845791576064,0.8433860552046291,0.9856373853889533,0.7770429011686181,0.8520561744007575,0.9729828998104406,0.7956583863412043,0.024166376688713465,0.00965023440778688,2
8,3,0.3113851276407703,0.7726509325283957,0.881751709817807,0.7233165936611861,0.7787446025821188,0.8807954645115573,0.7325981687142602,0.049072133463399066,0.025851469407092015,3
8,3,0.10657784183784286,0.7294352660397393,0.952277360069595,0.7028520553645267,0.7298042337762384,0.952277360069595,0.7032650378869864,0.08224856715883724,0.13469123016650425,3
8,3,0.23258498607122186,0.8001883402835978,0.9073728334883131,0.7677033049290731,0.8237945819810937,0.9073728334883131,0.798464029268624,0.08342961313309587,0.05516489552969768,3
8,3,0.15474470399007492,0.7701584323219461,0.8845674765057707,0.7492130519622051,0.7908406638030413,0.9231251572952829,0.7666227442176035,0.09865592608263875,0.16340708769464057,3
8,3,0.2634103098606557,0.7783288200847621,0.8933931482466935,0.7371809045752351,0.789769487421603,0.9216580208733902,0.742605102787017,0.01746921993052572,0.020046451228628512,3
8,3,0.17957988599782862,0.7980883475849834,0.8368445722908281,0.7896050860271573,0.8002496640387003,0.8563243257106278,0.787975609345808,0.08927784961394104,0.08891568164294719,3
8,3,0.10541034432337446,0.7213053063223417,0.919437099072322,0.6979592499906414,0.7310442271291883,0.9541868109875795,0.7047511256513604,0.10547773021854476,0.11985323067447384,3
8,3,0.19293241774270706,0.7403773464443756,0.9715475071210119,0.6851152853855348,0.7504215400847497,0.9826652173723639,0.694902851006402,0.11474608202770473,0.08805587683132932,3
8,3,0.14120165525167283,0.820477231517808,0.9224665914663844,0.8037083747415203,0.8291977083827208,0.9224665914663844,0.8138626524229341,0.027292563854265713,0.02480100173560805,4
8,3,0.0796363873201862,0.7595453783897205,1.0,0.7387395391369828,0.7775016143665173,1.0,0.7582494760026025,0.052813107098521855,0.052120501347134855,4
8,3,0.15413583355905203,0.7620916214256609,0.9250494208817613,0.7323969762915618,0.7669326923724343,0.9332266545448819,0.736630121945393,0.030297612273180445,0.027516681356569678,4
8,3,0.27364047317273565,0.8557409415027769,0.9839804722833302,0.8074294310369888,0.8545077868534584,0.9839804722833302,0.8057317116517901,0.059246404182124006,0.05285681086990049,4
8,3,0.12113830221214536,0.7937630383089608,0.9901579474247574,0.7666928566031481,0.8186801381931232,0.9901579474247574,0.7950444162932339,0.014181246148512575,0.011620633755341994,4
8,3,0.12644906097843733,0.8323122510354473,1.0,0.8080389574620864,0.826893125027325,1.0,0.8018353970673234,0.019468634912081857,0.020512879933458725,4
8,3,0.15035479711047642,0.8427720830690972,0.9962421185212854,0.815613739840092,0.847634425835846,0.9962421185212854,0.8213365318363425,0.019197334553080432,0.011246029148834876,4
8,3,0.14202124675967143,0.8231164279594432,0.9855930759360781,0.7962216639249887,0.8231164279594432,0.9855930759360781,0.7962216639249887,0.02129569434949179,0.02394344420733914,4
8,3,0.03189180337932405,0.7165843722897931,1.0,0.7072479825090722,0.7182865366264582,1.0,0.7090062202170129,0.05694779723286221,0.060067730774756065,5
8,3,0.023424652012253952,0.6696767687337473,0.8805719914726072,0.6646181245503938,0.6685720728725494,0.8805719914726072,0.6634869308708953,0.14429930374821892,0.11481694912648452,5
8,3,0.0312443584719313,0.726043112931654,1.0,0.7172074408400663,0.7695796251778958,1.0,0.7621480949946778,0.09805560634155555,0.05586679299276168,5
8,3,0.18113088192475185,0.8411234387054017,1.0,0.8059805190015742,0.857889917677184,1.0,0.8264556823722381,0.03703407099227297,0.029218934175672846,5
8,3,0.01206813242071945,0.6926041559471474,0.8741475268605104,0.6903865035844856,0.680332515044407,0.8741475268605104,0.6779649578226208,0.16113839961913856,0.1486411869219614,5
8,3,0.03125768252850663,0.6900673207653959,0.9043990458426894,0.683151639580187,0.6974486079650821,0.9043990458426894,0.6907710932435226,0.1713412396434994,0.18134236183141458,5
