n_features,n_classes,K,metric,method_a,method_b,n_seeds,mean_a,ci_lo_a,ci_hi_a,mean_b,ci_lo_b,ci_hi_b,mean_diff,p_value,effect_size,p_value_holm_reject
14,3,4,spearman,joint_refit_spearman,pair_lasso_spearman,20,0.6256207416207196,0.5860465003521973,0.666794693800718,0.7237283148096126,0.7029948741954517,0.7430160365817537,-0.09810757318889311,0.0005855560302734375,-0.819047619047619,True
14,3,8,spearman,joint_refit_spearman,pair_lasso_spearman,20,0.8454623549342705,0.8221251062328379,0.8696963927827942,0.9083269524593567,0.8918991621088309,0.9226959522609602,-0.06286459752508641,4.76837158203125e-05,-0.9238095238095239,True
14,4,4,spearman,joint_refit_spearman,pair_lasso_spearman,20,0.570286831523301,0.5325665171244918,0.6069722159804563,0.7335184251471223,0.7137485103306774,0.7511888000445256,-0.16323159362382128,3.814697265625e-06,-0.9904761904761905,True
14,4,8,spearman,joint_refit_spearman,pair_lasso_spearman,20,0.7979957950563338,0.7653975631738973,0.8259049170062501,0.896388826706924,0.8749995655908435,0.9137030407660137,-0.09839303165059013,3.814697265625e-06,-0.9904761904761905,True
14,5,4,spearman,joint_refit_spearman,pair_lasso_spearman,20,0.5329674126796129,0.5079286463023529,0.5570383518047025,0.7248466929676761,0.7099464547387072,0.7391275217552561,-0.19187928028806314,1.9073486328125e-06,-1.0,True
14,5,8,spearman,joint_refit_spearman,pair_lasso_spearman,20,0.787373007710157,0.7693868272913496,0.806375715962495,0.9044953144933064,0.891425211367881,0.9162633040823215,-0.11712230678314946,1.9073486328125e-06,-1.0,True
20,3,6,spearman,joint_refit_spearman,pair_lasso_spearman,20,0.6265802391175702,0.5886999440374369,0.6620514012533573,0.7381248470115194,0.7120024184711653,0.7593883094673431,-0.11154460789394897,0.0001032027839634719,-0.9904761904761905,True
20,3,12,spearman,joint_refit_spearman,pair_lasso_spearman,20,0.8456166285529786,0.8169071642899379,0.8695008850542243,0.9070235086366779,0.8881468890179693,0.9233366531854785,-0.06140688008369928,9.5367431640625e-06,-0.9714285714285714,True
20,4,6,spearman,joint_refit_spearman,pair_lasso_spearman,20,0.6279707084415482,0.6007635689879368,0.6550983304306945,0.7409811027478573,0.7271334766865827,0.753315869216533,-0.11301039430630908,1.9073486328125e-06,-1.0,True
20,4,12,spearman,joint_refit_spearman,pair_lasso_spearman,20,0.8405042436124239,0.8246023231894207,0.8565559428344924,0.9243124001592944,0.9128467966778221,0.9339988645510551,-0.08380815654687043,1.9073486328125e-06,-1.0,True
20,5,6,spearman,joint_refit_spearman,pair_lasso_spearman,20,0.5876413044240041,0.5675953716699884,0.6080019757031242,0.7327599528698376,0.7197067772504399,0.7456509070681047,-0.1451186484458336,1.9073486328125e-06,-1.0,True
20,5,12,spearman,joint_refit_spearman,pair_lasso_spearman,20,0.8078442118032015,0.7861516536607307,0.8271699250657858,0.9177240750269746,0.9052221576180934,0.9269733406875891,-0.1098798632237731,1.9073486328125e-06,-1.0,True
8,3,2,spearman,joint_lasso_spearman,pair_lasso_spearman,20,0.5213848877424248,0.454066129885136,0.5893831410391759,0.699855947971147,0.6653697278177804,0.7290864292056601,-0.17847106022872233,0.00029256438440193296,-0.9473684210526315,True
8,3,5,spearman,joint_lasso_spearman,pair_lasso_spearman,20,0.8074048259785132,0.7621169632182452,0.8479694848700964,0.9054522864325609,0.8731179722968209,0.9301547570290707,-0.09804746045404793,1.33514404296875e-05,-0.9619047619047619,True
8,4,2,spearman,joint_lasso_spearman,pair_lasso_spearman,20,0.5714581000555051,0.5294706399252762,0.6150066948692303,0.6958617812302204,0.6703356461011641,0.7200216190777766,-0.1244036811747153,3.814697265625e-06,-0.9904761904761905,True
8,4,5,spearman,joint_lasso_spearman,pair_lasso_spearman,20,0.7938337155890726,0.766386526037395,0.8223482958455375,0.9290873663242832,0.9181084905036123,0.9399175698682163,-0.13525365073521073,8.844915021211901e-05,-1.0,True
8,5,2,spearman,joint_lasso_spearman,pair_lasso_spearman,20,0.5277171033073084,0.48903944354349366,0.565420576061141,0.7015120658881167,0.6789109272565316,0.7213879163592766,-0.17379496258080823,1.9073486328125e-06,-1.0,True
8,5,5,spearman,joint_lasso_spearman,pair_lasso_spearman,20,0.7770604330852696,0.7435100559680039,0.8093871230016896,0.928934881937885,0.9132289901388697,0.9423535079409273,-0.15187444885261545,1.9073486328125e-06,-1.0,True
14,3,4,spearman,joint_lasso_spearman,pair_lasso_spearman,20,0.6103763870354231,0.569114255039116,0.6541329324696574,0.7237283148096126,0.7029948741954517,0.7430160365817537,-0.11335192777418937,0.0004633944245426167,-0.9157894736842105,True
14,3,8,spearman,joint_lasso_spearman,pair_lasso_spearman,20,0.8129220265360223,0.7856562766326441,0.8414180467639476,0.9083269524593567,0.8918991621088309,0.9226959522609602,-0.0954049259233345,0.0001399457931085244,-0.9714285714285714,True
14,4,4,spearman,joint_lasso_spearman,pair_lasso_spearman,20,0.5569351168978045,0.5198393736857292,0.5930677644576091,0.7335184251471223,0.7137485103306774,0.7511888000445256,-0.1765833082493178,8.844915021211901e-05,-1.0,True
14,4,8,spearman,joint_lasso_spearman,pair_lasso_spearman,20,0.7620527433897276,0.7262233541180099,0.7938213827610443,0.896388826706924,0.8749995655908435,0.9137030407660137,-0.13433608331719632,1.9073486328125e-06,-1.0,True
14,5,4,spearman,joint_lasso_spearman,pair_lasso_spearman,20,0.5168627672034986,0.49222360594502346,0.5401766503446684,0.7248466929676761,0.7099464547387072,0.7391275217552561,-0.20798392576417749,1.9073486328125e-06,-1.0,True
14,5,8,spearman,joint_lasso_spearman,pair_lasso_spearman,20,0.7396776933267847,0.7226354826718147,0.757577733377139,0.9044953144933064,0.891425211367881,0.9162633040823215,-0.16481762116652182,1.9073486328125e-06,-1.0,True
20,3,6,spearman,joint_lasso_spearman,pair_lasso_spearman,20,0.6128957035207538,0.5732093915655495,0.649959532394714,0.7381248470115194,0.7120024184711653,0.7593883094673431,-0.12522914349076547,1.9073486328125e-06,-1.0,True
20,3,12,spearman,joint_lasso_spearman,pair_lasso_spearman,20,0.8216228903039557,0.7904235052272744,0.8474183437015442,0.9070235086366779,0.8881468890179693,0.9233366531854785,-0.0854006183327222,8.844915021211901e-05,-1.0,True
20,4,6,spearman,joint_lasso_spearman,pair_lasso_spearman,20,0.613903793780638,0.5859817213496146,0.6415337228130712,0.7409811027478573,0.7271334766865827,0.753315869216533,-0.1270773089672195,8.844915021211901e-05,-1.0,True
20,4,12,spearman,joint_lasso_spearman,pair_lasso_spearman,20,0.8112476133638177,0.7940849535681285,0.8284906245087624,0.9243124001592944,0.9128467966778221,0.9339988645510551,-0.11306478679547668,1.9073486328125e-06,-1.0,True
20,5,6,spearman,joint_lasso_spearman,pair_lasso_spearman,20,0.5708629745813366,0.5466044991378861,0.593296169355957,0.7327599528698376,0.7197067772504399,0.7456509070681047,-0.16189697828850105,1.9073486328125e-06,-1.0,True
20,5,12,spearman,joint_lasso_spearman,pair_lasso_spearman,20,0.7762862800713826,0.7548452143694823,0.7959496632034974,0.9177240750269746,0.9052221576180934,0.9269733406875891,-0.141437794955592,1.9073486328125e-06,-1.0,True
8,3,2,spearman,joint_refit_spearman,joint_lasso_spearman,20,0.5338544814701958,0.4717987689343355,0.5977708911951218,0.5213848877424248,0.454066129885136,0.5893831410391759,0.012469593727770994,0.004419526279045574,0.9696969696969697,False
8,3,5,spearman,joint_refit_spearman,joint_lasso_spearman,20,0.8575721891035235,0.8171600145983383,0.8926435979751114,0.8074048259785132,0.7621169632182452,0.8479694848700964,0.0501673631250105,0.00013162704518922692,1.0,True
8,4,2,spearman,joint_refit_spearman,joint_lasso_spearman,20,0.5792515961353619,0.5368744612011404,0.622213243275573,0.5714581000555051,0.5294706399252762,0.6150066948692303,0.007793496079856863,0.0008685535665822177,0.975,True
8,4,5,spearman,joint_refit_spearman,joint_lasso_spearman,20,0.8414088441453135,0.8135042014344414,0.8683985805377963,0.7938337155890726,0.766386526037395,0.8223482958455375,0.047575128556240964,0.00013059646987482977,1.0,True
8,5,2,spearman,joint_refit_spearman,joint_lasso_spearman,20,0.5364847863971474,0.4966307958187792,0.5750650274599639,0.5277171033073084,0.48903944354349366,0.565420576061141,0.008767683089838985,0.009656828540381633,0.7583333333333333,False
8,5,5,spearman,joint_refit_spearman,joint_lasso_spearman,20,0.8371392813261636,0.8084722166833005,0.8635190801730538,0.7770604330852696,0.7435100559680039,0.8093871230016896,0.06007884824089406,8.832385863081277e-05,1.0,True
14,3,4,spearman,joint_refit_spearman,joint_lasso_spearman,20,0.6256207416207196,0.5860465003521973,0.666794693800718,0.6103763870354231,0.569114255039116,0.6541329324696574,0.015244354585296268,0.00015485725743722618,0.9894736842105263,True
14,3,8,spearman,joint_refit_spearman,joint_lasso_spearman,20,0.8454623549342705,0.8221251062328379,0.8696963927827942,0.8129220265360223,0.7856562766326441,0.8414180467639476,0.03254032839824807,1.9073486328125e-06,1.0,True
14,4,4,spearman,joint_refit_spearman,joint_lasso_spearman,20,0.570286831523301,0.5325665171244918,0.6069722159804563,0.5569351168978045,0.5198393736857292,0.5930677644576091,0.013351714625496516,0.0008899536071042575,0.8476190476190476,True
14,4,8,spearman,joint_refit_spearman,joint_lasso_spearman,20,0.7979957950563338,0.7653975631738973,0.8259049170062501,0.7620527433897276,0.7262233541180099,0.7938213827610443,0.035943051666606184,8.832385863081277e-05,1.0,True
14,5,4,spearman,joint_refit_spearman,joint_lasso_spearman,20,0.5329674126796129,0.5079286463023529,0.5570383518047025,0.5168627672034986,0.49222360594502346,0.5401766503446684,0.016104645476114333,9.5367431640625e-06,0.9714285714285714,True
14,5,8,spearman,joint_refit_spearman,joint_lasso_spearman,20,0.787373007710157,0.7693868272913496,0.806375715962495,0.7396776933267847,0.7226354826718147,0.757577733377139,0.047695314383372385,1.9073486328125e-06,1.0,True
20,3,6,spearman,joint_refit_spearman,joint_lasso_spearman,20,0.6265802391175702,0.5886999440374369,0.6620514012533573,0.6128957035207538,0.5732093915655495,0.649959532394714,0.01368453559681648,0.0001032027839634719,0.9904761904761905,True
20,3,12,spearman,joint_refit_spearman,joint_lasso_spearman,20,0.8456166285529786,0.8169071642899379,0.8695008850542243,0.8216228903039557,0.7904235052272744,0.8474183437015442,0.02399373824902291,1.9073486328125e-06,1.0,True
20,4,6,spearman,joint_refit_spearman,joint_lasso_spearman,20,0.6279707084415482,0.6007635689879368,0.6550983304306945,0.613903793780638,0.5859817213496146,0.6415337228130712,0.0140669146609104,8.844915021211901e-05,1.0,True
20,4,12,spearman,joint_refit_spearman,joint_lasso_spearman,20,0.8405042436124239,0.8246023231894207,0.8565559428344924,0.8112476133638177,0.7940849535681285,0.8284906245087624,0.029256630248606252,8.807368035275503e-05,1.0,True
20,5,6,spearman,joint_refit_spearman,joint_lasso_spearman,20,0.5876413044240041,0.5675953716699884,0.6080019757031242,0.5708629745813366,0.5466044991378861,0.593296169355957,0.016778329842667434,9.5367431640625e-06,0.9714285714285714,True
20,5,12,spearman,joint_refit_spearman,joint_lasso_spearman,20,0.8078442118032015,0.7861516536607307,0.8271699250657858,0.7762862800713826,0.7548452143694823,0.7959496632034974,0.03155793173181891,8.844915021211901e-05,1.0,True
8,3,2,spearman,fisher_select_spearman,ridge_select_spearman,20,0.7190474320677945,0.6897244030673331,0.7442788756263312,0.7197293629747821,0.6922572892932867,0.7421380996718955,-0.0006819309069874657,0.6340948290500781,0.17777777777777778,False
8,3,5,spearman,fisher_select_spearman,ridge_select_spearman,20,0.9316796008930528,0.9126190525932769,0.9487578521696521,0.9292398507106816,0.9121615994340821,0.9447932581232987,0.0024397501823713364,0.29182096189295303,0.30833333333333335,False
8,4,2,spearman,fisher_select_spearman,ridge_select_spearman,20,0.684561211914428,0.6667335896317554,0.7015120658881167,0.669363894558707,0.6462756624221311,0.6916727770872975,0.015197317355720913,0.060268377294833836,0.55,False
8,4,5,spearman,fisher_select_spearman,ridge_select_spearman,20,0.9005727860678181,0.8880690663831652,0.9130765057524715,0.9011827236134111,0.8882215507695636,0.9141438964572588,-0.0006099375455928535,0.8307724187273999,0.058823529411764705,False
8,5,2,spearman,fisher_select_spearman,ridge_select_spearman,20,0.6262074100164996,0.5877270231222063,0.6595246057578877,0.6126662105777483,0.5767138389743586,0.6451066380101527,0.013541199438751312,0.06400254127411312,0.5098039215686274,False
8,5,5,spearman,fisher_select_spearman,ridge_select_spearman,20,0.8924911135887132,0.8729731121297426,0.9118566306612857,0.8886790039287581,0.8708383307201679,0.9059097395917556,0.003812109659955204,0.7363230461745285,0.09558823529411764,False
14,3,4,spearman,fisher_select_spearman,ridge_select_spearman,20,0.7579506864463557,0.7462503001857844,0.7695822494356613,0.751016741866362,0.7397116592701217,0.7622190197011496,0.006933944579993662,0.05522206798531176,0.5146198830409356,False
14,3,8,spearman,fisher_select_spearman,ridge_select_spearman,20,0.923167400999507,0.9125160193401506,0.9332901452939573,0.9194501402861743,0.9087987586268182,0.9293584272317789,0.0037172607133323767,0.06829917495033115,0.5032679738562091,False
14,4,4,spearman,fisher_select_spearman,ridge_select_spearman,20,0.6893510908125224,0.6658642892022981,0.7117375803733904,0.6750874678427589,0.6523065349084508,0.6968373421444215,0.014263622969763695,0.027607480195292144,0.5619047619047619,False
14,4,8,spearman,fisher_select_spearman,ridge_select_spearman,20,0.878345815090672,0.8630757369950002,0.8930718863781042,0.8682806168514953,0.8525380177305326,0.8838080437657821,0.010065198239176893,0.004284116436211994,0.7285714285714285,False
14,5,4,spearman,fisher_select_spearman,ridge_select_spearman,20,0.6643166258897164,0.6456121813415497,0.6821074415118342,0.6568837125930482,0.6384218700760925,0.6750358503893097,0.007432913296668164,0.40909767150878906,0.21904761904761905,False
14,5,8,spearman,fisher_select_spearman,ridge_select_spearman,20,0.8713688026748792,0.8550839838902506,0.8847366440862858,0.8617468162899842,0.8466340069167995,0.8735848619462887,0.00962198638489497,0.040135536373545506,0.5368421052631579,False
20,3,6,spearman,fisher_select_spearman,ridge_select_spearman,20,0.7443414036141374,0.7248864203228125,0.7617576112591797,0.7462706798011569,0.730662371958395,0.7604796830461112,-0.0019292761870194186,0.4688451964332785,-0.18947368421052632,False
20,3,12,spearman,fisher_select_spearman,ridge_select_spearman,20,0.9158985700529494,0.9015894755457797,0.9289538436570819,0.9141556012080689,0.9011002062272762,0.9264831003558015,0.001742968844880438,0.13649771056887278,0.3894736842105263,False
20,4,6,spearman,fisher_select_spearman,ridge_select_spearman,20,0.720077713910722,0.7012425033524492,0.7382759157099473,0.7102633179323109,0.6947129463113814,0.7247068180351319,0.009814395978411139,0.05316925048828125,0.49523809523809526,False
20,4,12,spearman,fisher_select_spearman,ridge_select_spearman,20,0.9029986585742659,0.8938565685048789,0.9116212565366828,0.9021296016850359,0.8930694408614912,0.9106360421833477,0.0008690568892300965,0.8408222198486328,0.05714285714285714,False
20,5,6,spearman,fisher_select_spearman,ridge_select_spearman,20,0.6750554759247522,0.6541800413146508,0.6948582213876262,0.6719500944345346,0.65101701328371,0.6912487947674667,0.003105381490217457,0.6215133666992188,0.13333333333333333,False
20,5,12,spearman,fisher_select_spearman,ridge_select_spearman,20,0.8724845661228071,0.8567681092370588,0.8861474512894376,0.8652747924886919,0.8476214068545728,0.87911670822957,0.007209773634115546,0.03276824951171875,0.5428571428571428,False
8,3,2,spearman,ridge_select_spearman,pair_lasso_spearman,20,0.7197293629747821,0.6922572892932867,0.7421380996718955,0.699855947971147,0.6653697278177804,0.7290864292056601,0.019873415003635014,0.38369388713833996,0.23391812865497075,False
8,3,5,spearman,ridge_select_spearman,pair_lasso_spearman,20,0.9292398507106816,0.9121615994340821,0.9447932581232987,0.9054522864325609,0.8731179722968209,0.9301547570290707,0.023787564278120465,0.06725913065927369,0.4666666666666667,False
8,4,2,spearman,ridge_select_spearman,pair_lasso_spearman,20,0.669363894558707,0.6462756624221311,0.6916727770872975,0.6958617812302204,0.6703356461011641,0.7200216190777766,-0.026497886671513354,0.07012416237900206,-0.46190476190476193,False
8,4,5,spearman,ridge_select_spearman,pair_lasso_spearman,20,0.9011827236134111,0.8882215507695636,0.9141438964572588,0.9290873663242832,0.9181084905036123,0.9399175698682163,-0.027904642710872146,0.008483827620686082,-0.6714285714285714,False
8,5,2,spearman,ridge_select_spearman,pair_lasso_spearman,20,0.6126662105777483,0.5767138389743586,0.6451066380101527,0.7015120658881167,0.6789109272565316,0.7213879163592766,-0.0888458553103683,0.00171142256919972,-0.8,False
8,5,5,spearman,ridge_select_spearman,pair_lasso_spearman,20,0.8886790039287581,0.8708383307201679,0.9059097395917556,0.928934881937885,0.9132289901388697,0.9423535079409273,-0.040255878009127,0.006787581084581521,-0.6904761904761905,False
14,3,4,spearman,ridge_select_spearman,pair_lasso_spearman,20,0.751016741866362,0.7397116592701217,0.7622190197011496,0.7237283148096126,0.7029948741954517,0.7430160365817537,0.027288427056749342,0.1230926513671875,0.4,False
14,3,8,spearman,ridge_select_spearman,pair_lasso_spearman,20,0.9194501402861743,0.9087987586268182,0.9293584272317789,0.9083269524593567,0.8918991621088309,0.9226959522609602,0.011123187826817638,0.3134209087922204,0.2571428571428571,False
14,4,4,spearman,ridge_select_spearman,pair_lasso_spearman,20,0.6750874678427589,0.6523065349084508,0.6968373421444215,0.7335184251471223,0.7137485103306774,0.7511888000445256,-0.05843095730436356,0.0010166168212890625,-0.7904761904761904,True
14,4,8,spearman,ridge_select_spearman,pair_lasso_spearman,20,0.8682806168514953,0.8525380177305326,0.8838080437657821,0.896388826706924,0.8749995655908435,0.9137030407660137,-0.028108209855428695,0.023950576782226562,-0.5714285714285714,False
14,5,4,spearman,ridge_select_spearman,pair_lasso_spearman,20,0.6568837125930482,0.6384218700760925,0.6750358503893097,0.7248466929676761,0.7099464547387072,0.7391275217552561,-0.06796298037462781,0.0002532800272204937,-0.9333333333333333,True
14,5,8,spearman,ridge_select_spearman,pair_lasso_spearman,20,0.8617468162899842,0.8466340069167995,0.8735848619462887,0.9044953144933064,0.891425211367881,0.9162633040823215,-0.04274849820332237,0.0001678466796875,-0.8761904761904762,True
20,3,6,spearman,ridge_select_spearman,pair_lasso_spearman,20,0.7462706798011569,0.730662371958395,0.7604796830461112,0.7381248470115194,0.7120024184711653,0.7593883094673431,0.00814583278963758,0.956329345703125,0.01904761904761905,False
20,3,12,spearman,ridge_select_spearman,pair_lasso_spearman,20,0.9141556012080689,0.9011002062272762,0.9264831003558015,0.9070235086366779,0.8881468890179693,0.9233366531854785,0.007132092571391096,0.7285060882568359,0.09523809523809523,False
20,4,6,spearman,ridge_select_spearman,pair_lasso_spearman,20,0.7102633179323109,0.6947129463113814,0.7247068180351319,0.7409811027478573,0.7271334766865827,0.753315869216533,-0.030717784815546524,0.006419983764874424,-0.6952380952380952,False
20,4,12,spearman,ridge_select_spearman,pair_lasso_spearman,20,0.9021296016850359,0.8930694408614912,0.9106360421833477,0.9243124001592944,0.9128467966778221,0.9339988645510551,-0.022182798474258542,0.00485992431640625,-0.6952380952380952,False
20,5,6,spearman,ridge_select_spearman,pair_lasso_spearman,20,0.6719500944345346,0.65101701328371,0.6912487947674667,0.7327599528698376,0.7197067772504399,0.7456509070681047,-0.060809858435303024,3.62396240234375e-05,-0.9333333333333333,True
20,5,12,spearman,ridge_select_spearman,pair_lasso_spearman,20,0.8652747924886919,0.8476214068545728,0.87911670822957,0.9177240750269746,0.9052221576180934,0.9269733406875891,-0.05244928253828298,1.9073486328125e-06,-1.0,True
