n_features,n_classes,K,ovr_union_fidelity_test,ovr_union_complexity,ovr_exact_fidelity_test,ovr_exact_complexity,ovr_union_half_fidelity_test,ovr_union_half_complexity,pairwise_lime_fidelity_test,pairwise_lime_complexity,pairwise_lime_brier_test,contrastive_fidelity_test,contrastive_complexity,contrastive_brier_test,logistic_fidelity_test,logistic_complexity,logistic_brier_test,seed
8,3,2,0.836027383770868,3,0.8285013851038173,2,0.8085838218980708,1,0.8325647377892792,2,0.02411855241270991,0.8235077111217293,2,0.023324583210693157,0.8295999988993575,2,0.022917763605204974,1
8,3,4,0.8488984294161784,5,0.851779467257997,4,0.836027383770868,3,0.8152843525017419,4,0.018532899695061167,0.8204715004867542,4,0.01848576531513582,0.8353274367394227,4,0.01713983100512577,1
8,3,2,0.8157184161489888,3,0.8399528824372076,2,0.7684184837274366,2,0.8668713181566999,2,0.018784417457633363,0.8548796110169143,2,0.017499794639510374,0.864328696587517,2,0.016874062916718034,1
8,3,4,0.8227809371477274,5,0.8412245746314103,4,0.8157184161489888,3,0.8676606108599696,4,0.014061351184719661,0.8648417168041683,4,0.012978774229491966,0.8709089242489698,4,0.013078967501563182,1
8,3,2,0.8498506074105409,3,0.8722108874786436,2,0.846914110404785,2,0.8536436466643572,2,0.022425074354592876,0.8510250112519369,2,0.021475040991993155,0.8793189065067168,2,0.02019729282159414,1
8,3,4,0.8598760565361099,5,0.8476822748852452,4,0.8498506074105409,3,0.8742773331930923,4,0.019167101322598728,0.8700802111078373,4,0.0171386681320317,0.8641770629226596,4,0.017145843394369958,1
8,3,2,0.8467868234031999,3,0.8258364895141825,2,0.7765957584648294,1,0.8316555424423492,2,0.024910246871910503,0.8290787105195928,2,0.023776793314259706,0.8302065560816893,2,0.024086048253076617,1
8,3,4,0.8635617034137876,5,0.8593752170862284,4,0.8467868234031999,3,0.8710331909285806,4,0.017223532458605993,0.8565247593118522,4,0.016022971007337933,0.8710331909285806,4,0.01635980775201972,1
8,3,2,0.8487162258756583,3,0.8444430267967332,2,0.8478463237982057,1,0.8649013706898085,2,0.01990269975839305,0.853200999084833,2,0.019768162508359204,0.8882084217241131,2,0.016773512990864745,1
8,3,4,0.8544620971258408,5,0.8550961878127262,4,0.8487162258756583,3,0.8892248062655395,4,0.016357159782779122,0.8584637960319913,4,0.01613524969371513,0.8934220502207496,4,0.015048929585291153,1
8,3,2,0.8036866726982148,3,0.8187773935377468,2,0.7925991790216417,1,0.8181441525385648,2,0.021814476838581533,0.8255325319776737,2,0.02156145522100411,0.8181441525385648,2,0.020862030571736852,1
8,3,4,0.8204578124966306,5,0.822092023620604,4,0.8036866726982148,3,0.829294258513346,4,0.01742415455345949,0.832900343654964,4,0.017121568542707147,0.8400804182492572,4,0.017130824270391885,1
8,3,2,0.816427245904577,2,0.816427245904577,2,0.7846977801092619,1,0.8054227235019454,2,0.021903267453435637,0.8091308132591426,2,0.020851496956563048,0.8054227235019454,2,0.02116999103125649,1
8,3,4,0.8475815321815491,6,0.8395436574214126,4,0.816427245904577,2,0.8075756692910151,4,0.01751859828614886,0.7859468701841973,4,0.01629194807286786,0.8078081445162074,4,0.0167634910360345,1
8,3,2,0.8714085199142655,2,0.8714085199142655,2,0.8756725055087832,1,0.9053259976910092,2,0.017794734100288385,0.8944721101143894,2,0.015514313964951107,0.9053259976910092,2,0.015974447504583742,1
