n_features,n_classes,K,metric,method_a,method_b,n_seeds,mean_a,ci_lo_a,ci_hi_a,mean_b,ci_lo_b,ci_hi_b,mean_diff,p_value,effect_size,p_value_holm_reject
14,4,8,direction_variance,joint_lasso_direction_variance,pair_lasso_direction_variance,20,0.09852561832290005,0.08316188819583385,0.11316103773019172,0.06457298548374044,0.051890521811247564,0.07898602847150117,0.03395263283915961,8.20159912109375e-05,0.9047619047619048,True
14,5,4,direction_variance,joint_lasso_direction_variance,pair_lasso_direction_variance,20,0.25717543760651834,0.20864854007682254,0.3091902079893597,0.10390957574293751,0.08770158032598992,0.12133418003860416,0.15326586186358088,1.33514404296875e-05,0.9619047619047619,True
14,5,8,direction_variance,joint_lasso_direction_variance,pair_lasso_direction_variance,20,0.13212641162331812,0.10891863879603518,0.15733872202775587,0.05425898301932336,0.044542242392966586,0.06520195111147775,0.07786742860399476,1.9073486328125e-06,1.0,True
20,3,6,direction_variance,joint_lasso_direction_variance,pair_lasso_direction_variance,20,0.14518152669440307,0.10925580631959154,0.18298526216851627,0.12450352405629853,0.09375389605881243,0.15745835326137267,0.020678002638104535,0.3299827575683594,0.2571428571428571,False
20,3,12,direction_variance,joint_lasso_direction_variance,pair_lasso_direction_variance,20,0.09936974289430474,0.07646580366393514,0.12410503247871775,0.09321879863673324,0.06769137840348541,0.12340336116346327,0.006150944257571498,0.40909767150878906,0.21904761904761905,False
20,4,6,direction_variance,joint_lasso_direction_variance,pair_lasso_direction_variance,20,0.1793242843777894,0.13511283932072965,0.23143305870608039,0.1251616588041736,0.10117241895350661,0.14857783123490587,0.054162625573615855,0.026641845703125,0.5619047619047619,False
20,4,12,direction_variance,joint_lasso_direction_variance,pair_lasso_direction_variance,20,0.11328688481839558,0.09019716152071594,0.13707335830614945,0.0851144102543172,0.07208819282244833,0.09870363436136398,0.02817247456407839,0.005580902099609375,0.6857142857142857,False
20,5,6,direction_variance,joint_lasso_direction_variance,pair_lasso_direction_variance,20,0.17249418345393247,0.1387432293190134,0.20866257194064128,0.10989658059354221,0.09138146249651398,0.13024412020029213,0.06259760286039023,0.0019855499267578125,0.7523809523809524,False
20,5,12,direction_variance,joint_lasso_direction_variance,pair_lasso_direction_variance,20,0.1125617499613792,0.09626987157820621,0.1293990427054324,0.07011554032001435,0.061225518449567855,0.0797132584333963,0.04244620964136484,1.33514404296875e-05,0.9619047619047619,True
8,3,2,direction_variance,joint_refit_direction_variance,joint_lasso_direction_variance,20,0.2594990168000172,0.1976748257892272,0.32779571672632096,0.3591239680403091,0.28459889941968647,0.43678619506033306,-0.09962495124029185,0.0007076263427734375,-0.8095238095238095,False
8,3,5,direction_variance,joint_refit_direction_variance,joint_lasso_direction_variance,20,0.09360753797832926,0.0685220271726894,0.12141710755461509,0.09296882565418316,0.06645488943358475,0.12239601915399591,0.0006387123241460563,0.6476554870605469,0.12380952380952381,False
8,4,2,direction_variance,joint_refit_direction_variance,joint_lasso_direction_variance,20,0.24242672733723544,0.2033611529236483,0.28192016095376377,0.32957254073789366,0.2643168003662195,0.39442237495413546,-0.08714581340065819,0.0031528472900390625,-0.7238095238095238,False
8,4,5,direction_variance,joint_refit_direction_variance,joint_lasso_direction_variance,20,0.11110468609312643,0.09130301736609256,0.1323127386563931,0.1016857778254876,0.0848853271581775,0.11802105959755319,0.009418908267638807,0.2942523956298828,0.2761904761904762,False
8,5,2,direction_variance,joint_refit_direction_variance,joint_lasso_direction_variance,20,0.28285739224940915,0.24396285352726751,0.324190034509282,0.38523896883773373,0.3202505234563696,0.4493267019883654,-0.10238157658832459,0.006389617919921875,-0.6761904761904762,False
8,5,5,direction_variance,joint_refit_direction_variance,joint_lasso_direction_variance,20,0.12786718137224418,0.10541092222587074,0.15071794190797108,0.13559811298342467,0.10785367951810923,0.16749456900120133,-0.007730931611180455,0.5458755493164062,-0.1619047619047619,False
14,3,4,direction_variance,joint_refit_direction_variance,joint_lasso_direction_variance,20,0.20391779414866837,0.16694500510245694,0.24098119479136432,0.15514071821266232,0.11829986941181374,0.19743753362937683,0.048777075936006095,0.01068878173828125,0.638095238095238,False
14,3,8,direction_variance,joint_refit_direction_variance,joint_lasso_direction_variance,20,0.1265095858048803,0.09290895987378926,0.16215090917327238,0.09676768634390935,0.07436173461471057,0.12171455040963397,0.029741899460970955,0.21616744995117188,0.3238095238095238,False
14,4,4,direction_variance,joint_refit_direction_variance,joint_lasso_direction_variance,20,0.21039273218982096,0.1778799679709371,0.24427281368130419,0.20985060543811423,0.1742726724915322,0.24361060405003981,0.0005421267517067001,0.7561664581298828,0.08571428571428572,False
14,4,8,direction_variance,joint_refit_direction_variance,joint_lasso_direction_variance,20,0.13365107154005004,0.11361590168456003,0.15290521588915193,0.09852561832290005,0.08316188819583385,0.11316103773019172,0.03512545321714998,0.0023250579833984375,0.7428571428571429,False
14,5,4,direction_variance,joint_refit_direction_variance,joint_lasso_direction_variance,20,0.26680832109120195,0.23087360210155278,0.3023323519952506,0.25717543760651834,0.20864854007682254,0.3091902079893597,0.009632883484683644,0.7561664581298828,0.08571428571428572,False
14,5,8,direction_variance,joint_refit_direction_variance,joint_lasso_direction_variance,20,0.13759401110615113,0.11662866092576431,0.15858540004450894,0.13212641162331812,0.10891863879603518,0.15733872202775587,0.00546759948283301,0.5216732025146484,0.17142857142857143,False
20,3,6,direction_variance,joint_refit_direction_variance,joint_lasso_direction_variance,20,0.17585453433732218,0.13694373119832787,0.21715427234948295,0.14518152669440307,0.10925580631959154,0.18298526216851627,0.030673007642919102,0.039989471435546875,0.5238095238095238,False
20,3,12,direction_variance,joint_refit_direction_variance,joint_lasso_direction_variance,20,0.12256237863697386,0.09205069821002855,0.15855247192511385,0.09936974289430474,0.07646580366393514,0.12410503247871775,0.023192635742669117,0.012079238891601562,0.6285714285714286,False
