n_features,n_classes,ovr_hellinger,fisher_hard_hellinger,fisher_soft_hellinger,seed
8,4,0.02381195327841826,0.05327226131779222,0.046676362971682185,4
8,4,0.03553410452207005,0.07641145059747838,0.07146226514563192,5
8,4,0.02785662315172527,0.06835631108609395,0.06377718463849728,5
8,4,0.021997967481364223,0.08548466991676723,0.05587554414974871,5
8,4,0.02424895336928666,0.058769672927084474,0.055173597890709025,5
8,4,0.018175523113561902,0.03864947395641613,0.03497331176202546,5
8,4,0.016740868483776712,0.04773502900312485,0.03474962880252709,5
8,4,0.028748781627023955,0.08722983256048807,0.06301808271214117,5
8,4,0.03362449522068085,0.07633127771432431,0.07492019666263157,5
8,4,0.03360498886324874,0.07629792646852467,0.07315349046175926,6
8,4,0.02032932965877314,0.06807758312126302,0.045439593605800355,6
8,4,0.02853454606409131,0.06839785433307746,0.056086842170273356,6
8,4,0.023549842268838106,0.05306931718413389,0.04507876407893337,6
8,4,0.0276254445829295,0.05424315571186623,0.046270528475332785,6
8,4,0.03500376814955016,0.0858558449056663,0.0849064058337219,6
8,4,0.03185072196704847,0.044641796443283366,0.04667387341014374,6
8,4,0.032456330089308406,0.08473232266207772,0.08413839484564266,6
8,4,0.02359285528552185,0.08200146815679615,0.07206626832746325,7
8,4,0.032575656390814216,0.07278637814194813,0.07123731900901457,7
8,4,0.02666350122957027,0.060578280004906976,0.05034774073051769,7
8,4,0.02437034848467248,0.08146494893289906,0.06807637298692311,7
8,4,0.028486663962056562,0.08389897844809233,0.07012184956197813,7
8,4,0.030022312599709843,0.08694112335372321,0.07776831712031533,7
8,4,0.031188572347866775,0.07784488134073596,0.07654043969530049,7
8,4,0.024898942130290442,0.07744817339893469,0.0649712913569894,7
8,4,0.02717421781056467,0.06062753342466488,0.054299301831267244,8
8,4,0.029141210377397444,0.07028872523375888,0.06160482322618519,8
8,4,0.03191527382996069,0.08424694429798288,0.0665322560800748,8
8,4,0.03473879512925616,0.07854921806122453,0.07595035320231079,8
8,4,0.02526596300654822,0.06727117951362069,0.05452375620797415,8
8,4,0.027678037982704816,0.08153237538038476,0.060751142731747566,8
8,4,0.02402701609374749,0.0755816511900718,0.05046821160064656,8
8,4,0.022987249507635782,0.05154766785377305,0.04983051118949502,8
8,4,0.023277397631324012,0.0593574279780554,0.059070152007991865,9
8,4,0.027663532828869783,0.07244752269422484,0.07171348990301339,9
8,4,0.024241150830347995,0.06435703575668368,0.05947568970814777,9
8,4,0.030841549279878862,0.07403962668803993,0.06839800980920846,9
8,4,0.01651543008483632,0.05564747490472201,0.03805734707627986,9
8,4,0.027927987796340235,0.06788533794704381,0.05887672205967197,9
8,4,0.02433713098238636,0.06376513100773953,0.058545277086178134,9
8,4,0.025933338348446643,0.07454019161046928,0.06499818181011936,9
8,4,0.024054260635086915,0.07982581081981323,0.05491022417331951,10
8,4,0.02819617713252636,0.07443953938397095,0.06934669663176216,10
8,4,0.02727539323243856,0.05353560873463098,0.048952104929339865,10
8,4,0.023971149701548185,0.0546613994327893,0.04934767454494732,10
8,4,0.02562821181893489,0.05603800518998938,0.042757031021427035,10
8,4,0.0245151433873763,0.07187719528478423,0.0541891436816232,10
8,4,0.028719936643290322,0.07927838870875735,0.06770349633645101,10
8,4,0.026121244891243737,0.05105113267955823,0.045193123535442525,10
8,4,0.02884787991729295,0.059812238198815364,0.06138471505006663,11
8,4,0.02939344800437579,0.0570930086046964,0.056718109293995206,11
8,4,0.025361081249127896,0.060952691585178555,0.060691110353156864,11
8,4,0.026219442561342978,0.06925278648773253,0.0541406889432388,11
