n_features,n_classes,metric,method_a,method_b,n_seeds,mean_a,ci_lo_a,ci_hi_a,mean_b,ci_lo_b,ci_hi_b,mean_diff,p_value,effect_size,p_value_holm_reject
14,5,moderate_fidelity,moderate_contrastive,moderate_ovr,20,0.7630318610030914,0.7551114582809741,0.771923723211111,0.7652544113173356,0.7559214737173964,0.7750450699122636,-0.0022225503142442927,0.2305126190185547,-0.3142857142857143,False
20,3,moderate_fidelity,moderate_contrastive,moderate_ovr,20,0.8156937300944304,0.7943183913976032,0.8367825096980024,0.8178156181889582,0.7970134280054156,0.8385932000458685,-0.002121888094527735,0.069580078125,-0.4666666666666667,False
20,4,moderate_fidelity,moderate_contrastive,moderate_ovr,20,0.8002448140066407,0.7895637217586734,0.8112433624201059,0.8016067626843544,0.7908293477089723,0.8125214659055883,-0.0013619486777135092,0.13272666931152344,-0.3904761904761905,False
20,5,moderate_fidelity,moderate_contrastive,moderate_ovr,20,0.7748699432779541,0.7673260022610515,0.7819142707825408,0.7794782610332434,0.7730711948421735,0.7856500419515776,-0.00460831775528911,0.0019855499267578125,-0.7523809523809524,True
8,3,moderate_fidelity,moderate_fisher,moderate_ovr,20,0.7641596929967294,0.7457164426941107,0.78232954734769,0.7940096859058863,0.7742650678867211,0.8165381046027933,-0.029849992909156735,0.029575347900390625,-0.5523809523809524,False
8,4,moderate_fidelity,moderate_fisher,moderate_ovr,20,0.7589994920258913,0.7452850253653179,0.7718962840669699,0.759346839304149,0.7495678936184682,0.7685062533185943,-0.0003473472782576759,0.8408222198486328,0.05714285714285714,False
8,5,moderate_fidelity,moderate_fisher,moderate_ovr,20,0.7542710966158745,0.7436755826186882,0.765530835967582,0.7478647023143596,0.7390388424683121,0.7577416624851956,0.006406394301514767,0.026641845703125,0.5619047619047619,False
14,3,moderate_fidelity,moderate_fisher,moderate_ovr,20,0.7844504548850317,0.7669106380502393,0.8025347254472991,0.811041928105287,0.7901638569765753,0.8322248534328119,-0.026591473220255457,0.026641845703125,-0.5619047619047619,False
14,4,moderate_fidelity,moderate_fisher,moderate_ovr,20,0.7672361425205475,0.7549792003395818,0.7787368736881379,0.7971749329337177,0.7810387698714422,0.8135895114932463,-0.029938790413170314,0.0023250579833984375,-0.7428571428571429,True
14,5,moderate_fidelity,moderate_fisher,moderate_ovr,20,0.7646908653368836,0.7558489217748297,0.7744671550697049,0.7652544113173356,0.7559214737173964,0.7750450699122636,-0.000563545980451885,0.7841262817382812,-0.0761904761904762,False
20,3,moderate_fidelity,moderate_fisher,moderate_ovr,20,0.7873298880782285,0.7728667486811516,0.8005663985652056,0.8178156181889582,0.7970134280054156,0.8385932000458685,-0.030485730110729664,0.0001678466796875,-0.8761904761904762,True
20,4,moderate_fidelity,moderate_fisher,moderate_ovr,20,0.7841932224421326,0.7746131890491114,0.794012586288824,0.8016067626843544,0.7908293477089723,0.8125214659055883,-0.017413540242221713,0.0031528472900390625,-0.7238095238095238,True
20,5,moderate_fidelity,moderate_fisher,moderate_ovr,20,0.7701565083629074,0.7626541868082628,0.7778395381289641,0.7794782610332434,0.7730711948421735,0.7856500419515776,-0.009321752670335887,0.058258056640625,-0.4857142857142857,False
