n_features,n_classes,min_pair_class_frac_hard,centroid_hard,centroid_soft,pooled_hard,pooled_soft,pair_hard,pair_soft,diag_hard,diag_soft,cov_logodds,ovr,contrastive,seed
8,3,0.4813027231923796,0.9761904761904763,0.9761904761904763,0.9761904761904763,1.0,0.9761904761904763,1.0,0.9761904761904763,0.9761904761904763,1.0,1.0,1.0,10
8,3,0.26244855272261136,0.9285714285714287,0.9523809523809524,0.9285714285714287,0.9761904761904763,0.9523809523809524,1.0,0.9285714285714287,0.9761904761904763,1.0,0.9523809523809524,1.0,10
8,3,0.36847568094178373,0.9761904761904763,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9761904761904763,1.0,1.0,10
8,3,0.33618575295337405,0.9761904761904763,0.9761904761904763,1.0,1.0,1.0,1.0,0.9285714285714287,0.9761904761904763,1.0,0.9523809523809524,1.0,10
8,3,0.2531166826370037,0.9285714285714287,1.0,1.0,1.0,0.9523809523809524,1.0,0.9285714285714287,0.9285714285714287,1.0,0.9761904761904763,1.0,10
8,3,0.3472315440204932,0.9761904761904763,0.9761904761904763,0.9523809523809524,0.9761904761904763,0.9523809523809524,1.0,0.9761904761904763,0.9523809523809524,1.0,0.9523809523809524,1.0,10
8,3,0.4504579210240851,0.9761904761904763,0.9523809523809524,0.9761904761904763,0.9761904761904763,0.9761904761904763,0.9761904761904763,1.0,0.9523809523809524,1.0,0.9761904761904763,1.0,10
8,3,0.309220420684167,0.9285714285714287,0.9285714285714287,0.9523809523809524,1.0,0.9523809523809524,1.0,0.9285714285714287,0.9285714285714287,1.0,1.0,1.0,10
8,3,0.4738305224518622,0.7857142857142858,0.7619047619047621,0.9047619047619048,0.9285714285714287,0.9047619047619048,0.9285714285714287,0.8333333333333335,0.8571428571428572,1.0,0.9285714285714287,1.0,11
8,3,0.3593522629772024,0.8095238095238096,0.8095238095238096,0.9285714285714287,0.9285714285714287,0.880952380952381,0.9285714285714287,0.880952380952381,0.9047619047619048,1.0,0.9285714285714287,1.0,11
8,3,0.4657834874417303,0.9285714285714287,0.9047619047619048,0.9761904761904763,1.0,0.9761904761904763,1.0,0.9523809523809524,1.0,1.0,1.0,1.0,11
8,3,0.48312372410642246,0.9285714285714287,0.9285714285714287,1.0,0.9761904761904763,1.0,1.0,0.9761904761904763,0.9761904761904763,1.0,0.9761904761904763,1.0,11
8,3,0.45427712285625443,0.9285714285714287,0.9285714285714287,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
8,3,0.40037509596478604,0.7380952380952381,0.8095238095238096,0.9523809523809524,0.9523809523809524,0.9047619047619048,0.9761904761904763,0.8571428571428572,0.9523809523809524,1.0,0.9761904761904763,1.0,11
8,3,0.4739397871023192,0.9047619047619048,0.9047619047619048,1.0,1.0,1.0,1.0,0.9523809523809524,0.9761904761904763,1.0,1.0,1.0,11
8,3,0.4250698460214715,0.7857142857142858,0.7857142857142858,1.0,1.0,1.0,1.0,0.7857142857142858,0.7619047619047621,1.0,1.0,1.0,11
8,3,0.4692412355174598,0.8333333333333335,0.8333333333333335,0.9761904761904763,0.9047619047619048,0.9761904761904763,0.9285714285714287,0.9047619047619048,0.9285714285714287,0.9047619047619048,1.0,1.0,12
8,3,0.4671516096870481,0.880952380952381,0.9285714285714287,1.0,1.0,1.0,1.0,0.9761904761904763,0.9047619047619048,1.0,1.0,1.0,12
