n_features,n_classes,K,pair_lasso_recall,pair_lasso_spearman,fisher_select_recall,fisher_select_spearman,ridge_select_recall,ridge_select_spearman,joint_lasso_recall,joint_lasso_spearman,joint_refit_recall,joint_refit_spearman,seed
8,5,2,1.0,0.7637626158259734,1.0,0.7637626158259734,1.0,0.7637626158259734,0.5,0.6546536707079772,0.5,0.6546536707079772,0
8,5,5,1.0,0.9759000729485332,0.8,0.9759000729485332,0.8,0.9759000729485332,0.6,0.80511756018254,0.6,0.8295150620062534,0
8,5,2,0.5,0.545544725589981,0.5,0.7637626158259734,0.5,0.7637626158259734,0.0,0.43643578047198484,0.0,0.43643578047198484,0
8,5,5,1.0,0.95150257112482,0.8,0.8783100656536799,0.8,0.8783100656536799,0.8,0.7075275528876865,0.8,0.7563225565351133,0
8,5,2,1.0,0.7637626158259734,0.5,0.6546536707079772,0.5,0.6546536707079772,0.5,0.7637626158259734,0.5,0.7637626158259734,0
8,5,5,1.0,0.9759000729485332,0.6,0.8783100656536799,0.6,0.8783100656536799,0.8,0.95150257112482,0.8,0.9759000729485332,0
8,5,2,1.0,0.7325886315065459,0.5,0.7637626158259734,0.5,0.3273268353539886,0.5,0.545544725589981,0.5,0.545544725589981,0
8,5,5,1.0,0.9271050693011065,0.8,0.8783100656536799,0.8,0.9271050693011065,0.8,0.8295150620062534,0.8,0.8783100656536799,0
8,5,2,1.0,0.7637626158259734,0.5,0.6546536707079772,0.5,0.6546536707079772,0.5,0.6546536707079772,0.5,0.6546536707079772,0
8,5,5,1.0,0.95150257112482,0.6,0.8783100656536799,0.6,0.80511756018254,0.6,0.7319250547113999,0.6,0.7319250547113999,0
8,5,2,1.0,0.7637626158259734,1.0,0.7637626158259734,1.0,0.7637626158259734,1.0,0.7637626158259734,1.0,0.7637626158259734,0
8,5,5,0.8,0.9271050693011065,0.8,0.9271050693011065,0.8,0.9271050693011065,0.6,0.7075275528876865,0.6,0.7563225565351133,0
8,5,2,1.0,0.7637626158259734,0.5,0.6546536707079772,0.5,0.6546536707079772,0.5,0.7637626158259734,0.5,0.7637626158259734,0
8,5,5,1.0,0.9759000729485332,0.6,0.8783100656536799,0.6,0.8783100656536799,0.8,0.9759000729485332,0.8,0.9759000729485332,0
8,5,2,1.0,0.7637626158259734,0.5,0.3273268353539886,0.5,0.3273268353539886,0.5,0.3273268353539886,0.5,0.3273268353539886,0
8,5,5,0.8,0.9271050693011065,0.4,0.4879500364742666,0.4,0.6099375455928333,0.4,0.3903600291794133,0.4,0.4879500364742666,0
8,5,2,0.0,0.7325886315065459,0.5,0.7637626158259734,0.5,0.7637626158259734,0.0,0.7325886315065459,0.0,0.7637626158259734,1
8,5,5,1.0,0.9759000729485332,0.6,0.8539125638299666,0.6,0.8539125638299666,0.8,0.8783100656536799,0.8,0.9271050693011065,1
8,5,2,0.5,0.6546536707079772,0.5,0.7637626158259734,0.5,0.7637626158259734,0.0,0.7325886315065459,0.0,0.7637626158259734,1
8,5,5,0.8,0.9271050693011065,0.6,0.8783100656536799,0.8,0.9759000729485332,0.8,0.8783100656536799,0.8,0.9271050693011065,1
8,5,2,0.5,0.7637626158259734,0.5,0.7637626158259734,0.5,0.7637626158259734,0.0,0.7325886315065459,0.0,0.7637626158259734,1
8,5,5,1.0,0.9759000729485332,0.6,0.8539125638299666,0.6,0.8539125638299666,0.8,0.8783100656536799,0.8,0.9271050693011065,1
8,5,2,1.0,0.7637626158259734,0.0,0.015586992159713743,0.0,0.015586992159713743,0.5,0.43643578047198484,0.5,0.43643578047198484,1
8,5,5,0.8,0.8539125638299666,0.6,0.6343350474165467,0.6,0.6343350474165467,0.6,0.7319250547113999,0.6,0.7319250547113999,1
8,5,2,0.5,0.545544725589981,0.5,0.545544725589981,0.5,0.545544725589981,0.5,0.43643578047198484,0.5,0.43643578047198484,1
8,5,5,0.8,0.8295150620062534,0.8,0.8783100656536799,0.8,0.8783100656536799,0.6,0.6099375455928333,0.6,0.7563225565351133,1
8,5,2,1.0,0.7637626158259734,0.0,0.015586992159713743,0.0,0.015586992159713743,0.5,0.43643578047198484,0.5,0.43643578047198484,1
8,5,5,0.8,0.9271050693011065,0.6,0.6343350474165467,0.6,0.6343350474165467,0.6,0.7075275528876865,0.6,0.7319250547113999,1
8,5,2,1.0,0.7637626158259734,0.0,0.43643578047198484,0.0,0.43643578047198484,0.5,0.7637626158259734,0.5,0.7637626158259734,1
8,5,5,1.0,0.9759000729485332,0.8,0.8539125638299666,0.8,0.8539125638299666,1.0,0.9027075674773933,1.0,0.9759000729485332,1
8,5,2,1.0,0.7325886315065459,0.5,0.7637626158259734,0.5,0.7637626158259734,0.0,0.7325886315065459,0.0,0.7637626158259734,1
8,5,5,0.8,0.9271050693011065,0.6,0.8783100656536799,0.6,0.8783100656536799,0.8,0.9271050693011065,0.8,0.9271050693011065,1
8,5,2,0.5,0.545544725589981,0.5,0.7637626158259734,0.5,0.7637626158259734,0.0,0.43643578047198484,0.0,0.43643578047198484,2
8,5,5,0.8,0.80511756018254,0.8,0.8295150620062534,0.8,0.9759000729485332,0.6,0.5611425419454066,0.6,0.6343350474165467,2
8,5,2,0.5,0.7325886315065459,0.5,0.545544725589981,0.5,0.545544725589981,0.0,0.43643578047198484,0.0,0.43643578047198484,2
8,5,5,0.8,0.80511756018254,0.8,0.9027075674773933,0.8,0.9027075674773933,0.8,0.7807200583588266,0.8,0.8295150620062534,2
8,5,2,0.5,0.6546536707079772,0.5,0.545544725589981,0.5,0.545544725589981,0.5,0.6546536707079772,0.5,0.6546536707079772,2
8,5,5,0.8,0.95150257112482,0.8,0.8783100656536799,0.8,0.8783100656536799,0.6,0.8539125638299666,0.6,0.8539125638299666,2
8,5,2,0.5,0.7325886315065459,0.5,0.7637626158259734,0.5,0.7637626158259734,0.0,0.43643578047198484,0.0,0.43643578047198484,2
8,5,5,0.8,0.80511756018254,1.0,0.9759000729485332,1.0,0.9759000729485332,0.8,0.7807200583588266,0.8,0.8539125638299666,2
8,5,2,0.0,0.5923057020691221,0.5,0.6546536707079772,1.0,0.7637626158259734,0.0,0.21821789023599242,0.0,0.21821789023599242,2
8,5,5,0.8,0.9027075674773933,0.6,0.8539125638299666,0.8,0.9271050693011065,0.6,0.6099375455928333,0.6,0.80511756018254,2
8,5,2,0.5,0.31173984319427483,0.5,0.6546536707079772,0.5,0.6546536707079772,0.0,0.21821789023599242,0.0,0.21821789023599242,2
8,5,5,0.8,0.7563225565351133,0.6,0.7075275528876865,0.6,0.7075275528876865,0.6,0.51234753829798,0.6,0.7075275528876865,2
8,5,2,0.5,0.545544725589981,0.5,0.545544725589981,0.5,0.7637626158259734,0.0,0.43643578047198484,0.0,0.43643578047198484,2
8,5,5,0.8,0.80511756018254,0.8,0.9759000729485332,0.8,0.9759000729485332,0.6,0.6099375455928333,0.6,0.6343350474165467,2
8,5,2,1.0,0.7637626158259734,1.0,0.7325886315065459,1.0,0.7325886315065459,0.0,0.48319675695112596,0.0,0.5143707412705535,2
8,5,5,0.6,0.8783100656536799,0.6,0.7319250547113999,0.6,0.7319250547113999,0.4,0.6587325492402599,0.4,0.6343350474165467,2
8,5,2,0.5,0.6546536707079772,0.0,0.6546536707079772,0.0,0.6546536707079772,0.0,0.7325886315065459,0.0,0.7637626158259734,3
8,5,5,1.0,0.9271050693011065,0.8,0.9759000729485332,0.8,0.9759000729485332,0.6,0.95150257112482,0.6,0.9759000729485332,3
8,5,2,0.5,0.6546536707079772,0.5,0.7637626158259734,0.5,0.6546536707079772,0.5,0.17145691375685118,0.5,0.3273268353539886,3
8,5,5,1.0,0.9759000729485332,1.0,0.9759000729485332,1.0,0.9759000729485332,0.8,0.80511756018254,0.8,0.8295150620062534,3
8,5,2,0.5,0.7637626158259734,0.5,0.4052617961525573,0.5,0.4052617961525573,0.0,0.3273268353539886,0.0,0.3273268353539886,3
8,5,5,0.8,0.9271050693011065,0.8,0.95150257112482,0.8,0.9027075674773933,0.8,0.80511756018254,0.8,0.9271050693011065,3
8,5,2,0.5,0.6546536707079772,0.5,0.545544725589981,0.5,0.545544725589981,0.0,0.21821789023599242,0.0,0.4052617961525573,3
8,5,5,1.0,0.9271050693011065,0.8,0.95150257112482,0.8,0.95150257112482,0.6,0.7075275528876865,0.6,0.8295150620062534,3
8,5,2,0.5,0.7325886315065459,0.5,0.6546536707079772,0.5,0.6546536707079772,0.0,0.5143707412705535,0.0,0.48319675695112596,3
8,5,5,1.0,0.9759000729485332,1.0,0.9759000729485332,1.0,0.9759000729485332,0.8,0.8539125638299666,0.8,0.8783100656536799,3
8,5,2,0.5,0.7325886315065459,0.0,0.43643578047198484,0.0,0.43643578047198484,0.0,0.48319675695112596,0.0,0.5143707412705535,3
8,5,5,1.0,0.9759000729485332,0.8,0.9271050693011065,0.8,0.9271050693011065,0.8,0.6587325492402599,0.8,0.80511756018254,3
8,5,2,0.5,0.7637626158259734,0.5,0.7637626158259734,0.5,0.6546536707079772,0.5,0.545544725589981,0.5,0.3273268353539886,3
8,5,5,1.0,0.9759000729485332,0.8,0.8783100656536799,0.8,0.8783100656536799,0.8,0.8295150620062534,0.8,0.8295150620062534,3
8,5,2,0.5,0.7325886315065459,0.5,0.6546536707079772,0.5,0.6546536707079772,0.5,0.7325886315065459,0.5,0.7637626158259734,3
8,5,5,1.0,0.95150257112482,1.0,0.9759000729485332,1.0,0.9759000729485332,0.8,0.80511756018254,0.8,0.7807200583588266,3
8,5,2,1.0,0.7637626158259734,1.0,0.7637626158259734,1.0,0.7637626158259734,0.5,0.7325886315065459,0.5,0.7637626158259734,4
8,5,5,1.0,0.9759000729485332,0.8,0.9271050693011065,0.8,0.9271050693011065,0.8,0.9027075674773933,0.8,0.9271050693011065,4
8,5,2,0.5,0.6546536707079772,0.5,0.545544725589981,0.5,0.6546536707079772,0.0,0.5143707412705535,0.0,0.5143707412705535,4
8,5,5,1.0,0.9759000729485332,1.0,0.9759000729485332,1.0,0.9759000729485332,1.0,0.8783100656536799,1.0,0.9759000729485332,4
8,5,2,0.5,0.6546536707079772,1.0,0.7637626158259734,1.0,0.7637626158259734,0.0,0.4052617961525573,0.0,0.4052617961525573,4
8,5,5,1.0,0.9759000729485332,0.8,0.9271050693011065,0.8,0.9271050693011065,0.8,0.9027075674773933,0.8,0.9271050693011065,4
8,5,2,1.0,0.7637626158259734,1.0,0.7637626158259734,1.0,0.7637626158259734,1.0,0.7637626158259734,1.0,0.7637626158259734,4
8,5,5,0.8,0.95150257112482,0.6,0.80511756018254,0.6,0.80511756018254,0.6,0.7807200583588266,0.6,0.80511756018254,4
8,5,2,0.5,0.6546536707079772,1.0,0.7637626158259734,0.5,0.545544725589981,0.5,0.6546536707079772,0.5,0.6546536707079772,4
8,5,5,1.0,0.9759000729485332,0.8,0.9271050693011065,0.8,0.9271050693011065,0.8,0.9027075674773933,0.8,0.9271050693011065,4
8,5,2,1.0,0.7637626158259734,0.5,0.545544725589981,0.5,0.6546536707079772,0.5,0.6546536707079772,0.5,0.6546536707079772,4
8,5,5,0.8,0.9271050693011065,0.8,0.9759000729485332,0.8,0.9759000729485332,0.8,0.9759000729485332,0.8,0.9759000729485332,4
8,5,2,1.0,0.7637626158259734,0.5,0.7637626158259734,0.5,0.6546536707079772,0.5,0.7325886315065459,0.5,0.7637626158259734,4
8,5,5,0.8,0.9271050693011065,0.8,0.9271050693011065,0.8,0.9271050693011065,0.8,0.8783100656536799,0.8,0.9271050693011065,4
8,5,2,1.0,0.7637626158259734,0.5,0.5143707412705535,0.5,0.5143707412705535,0.5,0.7637626158259734,0.5,0.7637626158259734,4
8,5,5,1.0,0.9759000729485332,1.0,0.9759000729485332,1.0,0.9759000729485332,1.0,0.9759000729485332,1.0,0.9759000729485332,4
8,5,2,1.0,0.7637626158259734,0.5,0.29615285103456107,0.5,0.29615285103456107,0.0,0.3273268353539886,0.0,0.3273268353539886,5
8,5,5,1.0,0.9759000729485332,0.8,0.9271050693011065,0.8,0.9271050693011065,0.4,0.7075275528876865,0.4,0.8295150620062534,5
8,5,2,0.5,0.6546536707079772,1.0,0.7637626158259734,0.5,0.43643578047198484,0.5,0.6546536707079772,0.5,0.21821789023599242,5
8,5,5,0.8,0.9271050693011065,0.8,0.80511756018254,0.6,0.6831300510639733,0.6,0.6831300510639733,0.6,0.5367450401216933,5
8,5,2,1.0,0.7637626158259734,0.5,0.6546536707079772,0.5,0.6546536707079772,0.0,0.5143707412705535,0.0,0.5143707412705535,5
8,5,5,1.0,0.9759000729485332,0.8,0.9271050693011065,0.8,0.9271050693011065,0.8,0.8295150620062534,0.8,0.8539125638299666,5
8,5,2,1.0,0.7637626158259734,0.5,0.43643578047198484,0.5,0.43643578047198484,0.0,0.3273268353539886,0.0,0.3273268353539886,5
8,5,5,0.8,0.8783100656536799,0.8,0.9271050693011065,0.6,0.8783100656536799,0.8,0.6831300510639733,0.8,0.9271050693011065,5
8,5,2,0.5,0.7637626158259734,0.5,0.545544725589981,0.5,0.545544725589981,0.5,0.7637626158259734,0.5,0.7637626158259734,5
8,5,5,1.0,0.9759000729485332,0.8,0.9271050693011065,0.6,0.9759000729485332,0.6,0.7319250547113999,0.6,0.8539125638299666,5
8,5,2,0.5,0.48319675695112596,1.0,0.7637626158259734,1.0,0.7637626158259734,0.5,0.5143707412705535,0.5,0.5143707412705535,5
8,5,5,1.0,0.8783100656536799,1.0,0.9759000729485332,0.8,0.8783100656536799,0.8,0.6831300510639733,0.8,0.7075275528876865,5
8,5,2,1.0,0.7637626158259734,0.5,0.43643578047198484,0.5,0.43643578047198484,0.0,0.3273268353539886,0.0,0.3273268353539886,5
8,5,5,0.8,0.8783100656536799,0.8,0.9271050693011065,0.8,0.9271050693011065,0.8,0.6099375455928333,0.8,0.9271050693011065,5
8,5,2,0.5,0.6546536707079772,0.5,0.7637626158259734,0.5,0.7637626158259734,0.0,0.5143707412705535,0.0,0.5143707412705535,5
8,5,5,1.0,0.9271050693011065,1.0,0.9759000729485332,1.0,0.9759000729485332,1.0,0.8783100656536799,1.0,0.9759000729485332,5
8,5,2,0.5,0.7637626158259734,1.0,0.7637626158259734,1.0,0.7637626158259734,1.0,0.7325886315065459,1.0,0.7637626158259734,6
8,5,5,1.0,0.9759000729485332,1.0,0.9759000729485332,1.0,0.9759000729485332,1.0,0.95150257112482,1.0,0.9759000729485332,6
8,5,2,1.0,0.7637626158259734,0.5,0.7637626158259734,0.5,0.7637626158259734,0.5,0.545544725589981,0.5,0.545544725589981,6
8,5,5,0.8,0.9759000729485332,0.6,0.9759000729485332,0.6,0.9759000729485332,0.6,0.8783100656536799,0.6,0.9759000729485332,6
8,5,2,0.5,0.7637626158259734,0.5,0.5143707412705535,0.5,0.5143707412705535,0.5,0.6546536707079772,0.5,0.6546536707079772,6
8,5,5,1.0,0.9759000729485332,0.8,0.9271050693011065,0.8,0.9271050693011065,0.8,0.8539125638299666,0.8,0.9271050693011065,6
8,5,2,1.0,0.7637626158259734,1.0,0.7637626158259734,1.0,0.7637626158259734,0.5,0.4520227726316985,0.5,0.545544725589981,6
8,5,5,1.0,0.95150257112482,1.0,0.9759000729485332,0.8,0.9271050693011065,0.8,0.8295150620062534,0.8,0.9271050693011065,6
8,5,2,0.5,0.7637626158259734,1.0,0.7637626158259734,1.0,0.7637626158259734,0.5,0.6546536707079772,0.5,0.6546536707079772,6
8,5,5,1.0,0.9759000729485332,1.0,0.9759000729485332,1.0,0.9759000729485332,1.0,0.95150257112482,1.0,0.9759000729485332,6
8,5,2,1.0,0.7637626158259734,0.5,0.3273268353539886,0.5,0.3273268353539886,0.0,0.545544725589981,0.0,0.545544725589981,6
8,5,5,1.0,0.9759000729485332,0.8,0.8783100656536799,0.8,0.8783100656536799,0.8,0.9027075674773933,0.8,0.8783100656536799,6
8,5,2,1.0,0.7637626158259734,1.0,0.7637626158259734,1.0,0.7637626158259734,0.0,0.545544725589981,0.0,0.545544725589981,6
8,5,5,1.0,0.9759000729485332,1.0,0.9759000729485332,1.0,0.9759000729485332,0.8,0.9027075674773933,0.8,0.8783100656536799,6
8,5,2,1.0,0.7637626158259734,0.5,0.6546536707079772,0.0,0.43643578047198484,0.5,0.545544725589981,0.5,0.545544725589981,6
8,5,5,0.8,0.9759000729485332,0.6,0.95150257112482,0.6,0.95150257112482,0.6,0.8783100656536799,0.6,0.95150257112482,6
8,5,2,1.0,0.7637626158259734,0.0,0.2649788667151336,0.0,0.2649788667151336,0.0,-0.015586992159713743,0.0,0.015586992159713743,7
8,5,5,0.8,0.9271050693011065,0.8,0.8295150620062534,0.8,0.8295150620062534,0.4,0.4147575310031267,0.4,0.51234753829798,7
8,5,2,1.0,0.7637626158259734,0.5,0.545544725589981,0.5,0.545544725589981,1.0,0.7637626158259734,1.0,0.7637626158259734,7
8,5,5,1.0,0.9759000729485332,0.8,0.8539125638299666,0.6,0.7075275528876865,0.8,0.8539125638299666,0.8,0.8539125638299666,7
8,5,2,1.0,0.7325886315065459,0.0,0.2649788667151336,0.0,0.2649788667151336,0.0,0.10910894511799621,0.0,0.10910894511799621,7
8,5,5,0.8,0.9271050693011065,0.8,0.9271050693011065,0.8,0.9271050693011065,0.6,0.3903600291794133,0.6,0.51234753829798,7
8,5,2,1.0,0.7637626158259734,0.5,0.545544725589981,0.5,0.545544725589981,0.5,0.545544725589981,0.5,0.545544725589981,7
8,5,5,1.0,0.9759000729485332,0.8,0.8539125638299666,0.8,0.8539125638299666,0.8,0.8295150620062534,0.8,0.8539125638299666,7
8,5,2,0.5,0.5923057020691221,0.5,0.3273268353539886,0.5,0.3273268353539886,0.5,0.5923057020691221,0.5,0.6546536707079772,7
8,5,5,1.0,0.9271050693011065,0.8,0.9271050693011065,0.8,0.9271050693011065,0.6,0.7563225565351133,0.6,0.8783100656536799,7
8,5,2,1.0,0.7637626158259734,0.0,0.2649788667151336,0.0,0.2649788667151336,0.0,0.10910894511799621,0.0,0.10910894511799621,7
8,5,5,0.8,0.8783100656536799,0.6,0.6099375455928333,0.8,0.9271050693011065,0.4,0.4147575310031267,0.4,0.51234753829798,7
8,5,2,1.0,0.7637626158259734,0.0,0.2649788667151336,0.0,0.2649788667151336,0.0,0.10910894511799621,0.0,0.10910894511799621,7
8,5,5,1.0,0.9759000729485332,0.8,0.8295150620062534,0.8,0.9271050693011065,0.6,0.51234753829798,0.6,0.5855400437691199,7
8,5,2,1.0,0.7325886315065459,0.5,0.6546536707079772,1.0,0.7637626158259734,0.5,0.29615285103456107,0.5,0.29615285103456107,7
8,5,5,1.0,0.95150257112482,0.8,0.9759000729485332,0.8,0.9759000729485332,0.6,0.6587325492402599,0.6,0.6831300510639733,7
8,5,2,0.5,0.545544725589981,0.5,0.6546536707079772,0.5,0.6546536707079772,0.5,0.43643578047198484,0.5,0.43643578047198484,8
8,5,5,0.6,0.80511756018254,0.8,0.9759000729485332,0.8,0.9759000729485332,0.4,0.5611425419454066,0.4,0.6831300510639733,8
8,5,2,0.5,0.545544725589981,0.5,0.6546536707079772,0.5,0.6546536707079772,0.5,0.43643578047198484,0.5,0.43643578047198484,8
8,5,5,0.8,0.8783100656536799,0.8,0.9759000729485332,0.8,0.9759000729485332,0.6,0.7807200583588266,0.6,0.8539125638299666,8
8,5,2,0.5,0.6546536707079772,0.5,0.7637626158259734,0.5,0.7637626158259734,0.5,0.545544725589981,0.5,0.545544725589981,8
8,5,5,0.6,0.7075275528876865,1.0,0.9759000729485332,0.8,0.9271050693011065,0.8,0.8783100656536799,0.8,0.9271050693011065,8
8,5,2,0.5,0.6546536707079772,0.5,0.6546536707079772,0.5,0.6546536707079772,0.0,0.7325886315065459,0.0,0.7637626158259734,8
8,5,5,1.0,0.9759000729485332,0.8,0.9759000729485332,0.6,0.9759000729485332,0.8,0.8539125638299666,0.8,0.9271050693011065,8
8,5,2,0.5,0.545544725589981,0.5,0.6546536707079772,0.5,0.4052617961525573,0.0,0.5923057020691221,0.0,0.6546536707079772,8
8,5,5,0.8,0.95150257112482,0.8,0.9271050693011065,0.8,0.9271050693011065,0.6,0.8539125638299666,0.6,0.8783100656536799,8
8,5,2,0.5,0.545544725589981,0.5,0.6546536707079772,0.5,0.4052617961525573,0.5,0.43643578047198484,0.5,0.43643578047198484,8
8,5,5,0.8,0.8783100656536799,0.8,0.9759000729485332,0.8,0.9759000729485332,0.4,0.6343350474165467,0.4,0.6831300510639733,8
8,5,2,0.5,0.545544725589981,0.0,0.43643578047198484,0.5,0.4052617961525573,0.0,0.5923057020691221,0.0,0.6546536707079772,8
8,5,5,0.6,0.80511756018254,0.8,0.9271050693011065,0.8,0.9759000729485332,0.4,0.6343350474165467,0.4,0.6587325492402599,8
8,5,2,0.5,0.545544725589981,0.5,0.7637626158259734,0.5,0.7637626158259734,0.5,0.43643578047198484,0.5,0.43643578047198484,8
8,5,5,0.8,0.8783100656536799,0.8,0.9759000729485332,0.8,0.9759000729485332,0.6,0.7807200583588266,0.6,0.80511756018254,8
8,5,2,0.5,0.6546536707079772,0.5,0.6546536707079772,0.5,0.6546536707079772,0.0,0.48319675695112596,0.0,0.5143707412705535,9
8,5,5,1.0,0.95150257112482,0.8,0.9271050693011065,0.8,0.9271050693011065,0.8,0.7807200583588266,0.8,0.8783100656536799,9
8,5,2,1.0,0.7637626158259734,0.5,0.6546536707079772,0.5,0.6546536707079772,0.5,0.6546536707079772,0.5,0.6546536707079772,9
8,5,5,0.8,0.9271050693011065,0.4,0.6831300510639733,0.6,0.7319250547113999,0.4,0.6343350474165467,0.4,0.6831300510639733,9
8,5,2,0.5,0.6546536707079772,1.0,0.7637626158259734,1.0,0.7637626158259734,0.5,0.545544725589981,0.5,0.545544725589981,9
8,5,5,1.0,0.9027075674773933,0.6,0.8783100656536799,1.0,0.9759000729485332,0.8,0.8783100656536799,0.8,0.9759000729485332,9
8,5,2,1.0,0.7637626158259734,1.0,0.7637626158259734,0.5,0.7637626158259734,0.5,0.545544725589981,0.5,0.545544725589981,9
8,5,5,0.8,0.9759000729485332,0.6,0.8295150620062534,0.6,0.8295150620062534,0.8,0.95150257112482,0.8,0.9759000729485332,9
8,5,2,1.0,0.7325886315065459,0.5,0.6546536707079772,1.0,0.7637626158259734,0.5,0.3273268353539886,0.5,0.3273268353539886,9
8,5,5,1.0,0.95150257112482,0.8,0.9759000729485332,0.8,0.9759000729485332,0.8,0.80511756018254,0.8,0.8783100656536799,9
8,5,2,0.5,0.6546536707079772,0.5,0.7637626158259734,0.5,0.7637626158259734,0.5,0.545544725589981,0.5,0.545544725589981,9
8,5,5,1.0,0.9759000729485332,0.6,0.8295150620062534,0.8,0.9759000729485332,0.8,0.95150257112482,0.8,0.9759000729485332,9
8,5,2,0.5,0.6546536707079772,0.5,0.6546536707079772,0.5,0.6546536707079772,0.0,0.48319675695112596,0.0,0.5143707412705535,9
8,5,5,1.0,0.95150257112482,1.0,0.9759000729485332,0.8,0.9271050693011065,0.8,0.7563225565351133,0.8,0.9271050693011065,9
8,5,2,1.0,0.7637626158259734,0.5,0.545544725589981,0.5,0.545544725589981,0.5,0.5923057020691221,0.5,0.6546536707079772,9
8,5,5,1.0,0.9759000729485332,0.8,0.9271050693011065,0.8,0.9271050693011065,0.8,0.9271050693011065,0.8,0.9271050693011065,9
8,5,2,0.5,0.6546536707079772,0.5,0.545544725589981,0.5,0.545544725589981,0.5,0.545544725589981,0.5,0.545544725589981,10
8,5,5,0.8,0.95150257112482,1.0,0.9759000729485332,1.0,0.9759000729485332,0.8,0.80511756018254,0.8,0.8539125638299666,10
8,5,2,1.0,0.7637626158259734,1.0,0.7637626158259734,1.0,0.7637626158259734,1.0,0.7637626158259734,1.0,0.7637626158259734,10
8,5,5,1.0,0.9759000729485332,0.8,0.9271050693011065,0.6,0.8783100656536799,0.6,0.8295150620062534,0.6,0.8783100656536799,10
8,5,2,0.5,0.7637626158259734,0.5,0.545544725589981,0.5,0.545544725589981,0.5,0.545544725589981,0.5,0.545544725589981,10
8,5,5,1.0,0.9759000729485332,1.0,0.9759000729485332,1.0,0.9759000729485332,0.8,0.8295150620062534,0.8,0.8295150620062534,10
8,5,2,1.0,0.7637626158259734,1.0,0.7637626158259734,1.0,0.7637626158259734,1.0,0.7637626158259734,1.0,0.7637626158259734,10
8,5,5,1.0,0.9759000729485332,0.8,0.9759000729485332,0.8,0.9759000729485332,1.0,0.9759000729485332,1.0,0.9759000729485332,10
8,5,2,1.0,0.7637626158259734,0.5,0.7637626158259734,0.5,0.7637626158259734,0.5,0.545544725589981,0.5,0.545544725589981,10
8,5,5,1.0,0.9759000729485332,0.6,0.8783100656536799,0.6,0.8783100656536799,0.6,0.80511756018254,0.6,0.8783100656536799,10
8,5,2,0.5,0.7637626158259734,0.5,0.545544725589981,0.5,0.545544725589981,0.5,0.545544725589981,0.5,0.545544725589981,10
8,5,5,1.0,0.9759000729485332,0.8,0.9759000729485332,0.8,0.8295150620062534,0.8,0.8539125638299666,0.8,0.8295150620062534,10
8,5,2,0.5,0.545544725589981,0.5,0.6546536707079772,0.5,0.545544725589981,0.5,0.6546536707079772,0.5,0.6546536707079772,10
8,5,5,0.8,0.8295150620062534,0.8,0.9271050693011065,0.8,0.9271050693011065,0.8,0.8539125638299666,0.8,0.9271050693011065,10
8,5,2,1.0,0.7637626158259734,1.0,0.7637626158259734,1.0,0.7637626158259734,1.0,0.7637626158259734,1.0,0.7637626158259734,10
8,5,5,1.0,0.95150257112482,0.6,0.8783100656536799,0.6,0.8783100656536799,0.6,0.8783100656536799,0.6,0.8783100656536799,10
8,5,2,0.5,0.7325886315065459,1.0,0.7637626158259734,1.0,0.7637626158259734,0.0,0.43643578047198484,0.0,0.43643578047198484,11
8,5,5,1.0,0.95150257112482,1.0,0.9759000729485332,1.0,0.9759000729485332,0.8,0.7319250547113999,0.8,0.7563225565351133,11
8,5,2,0.5,0.5923057020691221,0.5,0.6546536707079772,0.5,0.6546536707079772,0.0,0.15586992159713742,0.0,0.15586992159713742,11
8,5,5,0.8,0.9027075674773933,0.8,0.9759000729485332,0.8,0.9759000729485332,0.6,0.6831300510639733,0.6,0.7563225565351133,11
8,5,2,1.0,0.7637626158259734,0.0,0.2649788667151336,0.0,0.21821789023599242,0.5,0.6546536707079772,0.5,0.6546536707079772,11
8,5,5,0.8,0.9759000729485332,0.6,0.80511756018254,0.6,0.80511756018254,0.6,0.7075275528876865,0.6,0.6831300510639733,11
8,5,2,0.5,0.7325886315065459,0.5,0.6546536707079772,1.0,0.7637626158259734,0.0,0.43643578047198484,0.0,0.43643578047198484,11
8,5,5,1.0,0.95150257112482,1.0,0.9759000729485332,0.8,0.9271050693011065,0.8,0.7319250547113999,0.8,0.7319250547113999,11
8,5,2,1.0,0.7637626158259734,0.5,0.545544725589981,0.5,0.545544725589981,0.5,0.6546536707079772,0.5,0.6546536707079772,11
8,5,5,0.8,0.9759000729485332,0.6,0.80511756018254,0.6,0.80511756018254,0.6,0.7807200583588266,0.6,0.8783100656536799,11
8,5,2,1.0,0.7637626158259734,0.0,0.5143707412705535,0.0,0.5143707412705535,0.5,0.43643578047198484,0.5,0.43643578047198484,11
8,5,5,0.8,0.9759000729485332,0.8,0.9759000729485332,0.8,0.9759000729485332,0.6,0.5367450401216933,0.6,0.7563225565351133,11
8,5,2,0.5,0.7637626158259734,0.5,0.545544725589981,0.5,0.545544725589981,0.5,0.7637626158259734,0.5,0.7637626158259734,11
8,5,5,0.8,0.8295150620062534,0.8,0.8295150620062534,0.8,0.8295150620062534,1.0,0.95150257112482,1.0,0.9759000729485332,11
8,5,2,0.5,0.6546536707079772,0.5,0.6546536707079772,0.0,0.3273268353539886,0.5,0.6546536707079772,0.5,0.6546536707079772,11
8,5,5,0.8,0.9759000729485332,0.8,0.9271050693011065,0.6,0.80511756018254,0.6,0.6831300510639733,0.6,0.6831300510639733,11
