n_features,n_classes,metric,method_a,method_b,n_seeds,mean_a,ci_lo_a,ci_hi_a,mean_b,ci_lo_b,ci_hi_b,mean_diff,p_value,effect_size,p_value_holm_reject
14,3,gap to contrastive,contrastive,cov_logodds,20,0.9992307692307694,0.9985439560439561,0.9997802197802198,0.989835164835165,0.986346153846154,0.9928021978021979,0.009395604395604384,8.757494073814436e-05,1.0,True
14,4,gap to contrastive,contrastive,cov_logodds,20,0.9993956043956043,0.9985714285714288,0.9998901098901098,0.9832142857142859,0.9780494505494506,0.9879395604395604,0.016181318681318668,8.844915021211901e-05,1.0,True
14,5,gap to contrastive,contrastive,cov_logodds,20,0.9997252747252748,0.9994505494505495,0.999945054945055,0.9860164835164834,0.9830212912087912,0.988543956043956,0.0137087912087912,8.819870204194453e-05,1.0,True
20,3,gap to contrastive,contrastive,cov_logodds,20,0.9996428571428572,0.9993796992481203,0.9998496240601502,0.9903007518796991,0.9863153195488722,0.992998120300752,0.009342105263157974,1.9073486328125e-06,1.0,True
20,4,gap to contrastive,contrastive,cov_logodds,20,0.999812030075188,0.99968984962406,0.9999154135338346,0.9877443609022555,0.9853757048872179,0.9900563909774434,0.012067669172932421,1.9073486328125e-06,1.0,True
20,5,gap to contrastive,contrastive,cov_logodds,20,0.9993984962406014,0.998703007518797,0.9998308270676691,0.9856015037593984,0.9811654135338346,0.9892297932330826,0.013796992481203096,8.844915021211901e-05,1.0,True
8,3,gap to contrastive,contrastive,pooled_soft,20,0.9991071428571429,0.9976190476190476,1.0,0.9834821428571431,0.9784226190476192,0.9880952380952379,0.015624999999999944,0.00019336227204951276,1.0,True
8,4,gap to contrastive,contrastive,pooled_soft,20,0.9994047619047619,0.9985119047619048,1.0,0.9866071428571429,0.9818452380952379,0.9904761904761905,0.012797619047619007,0.00011984765059027204,1.0,True
8,5,gap to contrastive,contrastive,pooled_soft,20,0.9980654761904763,0.9956845238095239,0.9997023809523811,0.9808035714285717,0.9754464285714288,0.9857142857142858,0.01726190476190471,0.00010928716147344842,0.9857142857142858,True
14,3,gap to contrastive,contrastive,pooled_soft,20,0.9992307692307694,0.9985439560439561,0.9997802197802198,0.9833791208791209,0.978323489010989,0.987554945054945,0.015851648351648324,8.807368035275503e-05,1.0,True
14,4,gap to contrastive,contrastive,pooled_soft,20,0.9993956043956043,0.9985714285714288,0.9998901098901098,0.9817582417582418,0.9780769230769231,0.9852472527472529,0.017637362637362618,8.782404130245517e-05,1.0,True
14,5,gap to contrastive,contrastive,pooled_soft,20,0.9997252747252748,0.9994505494505495,0.999945054945055,0.9846153846153847,0.9820054945054946,0.9870329670329671,0.015109890109890084,8.732637791829415e-05,1.0,True
20,3,gap to contrastive,contrastive,pooled_soft,20,0.9996428571428572,0.9993796992481203,0.9998496240601502,0.9841541353383458,0.9810996240601504,0.986955122180451,0.015488721804511385,1.9073486328125e-06,1.0,True
20,4,gap to contrastive,contrastive,pooled_soft,20,0.999812030075188,0.99968984962406,0.9999154135338346,0.9820112781954886,0.9784774436090228,0.9853289473684207,0.017800751879699372,8.844915021211901e-05,1.0,True
