n_features,n_classes,K,pair_lasso_fidelity,fisher_select_fidelity,ridge_select_fidelity,joint_lasso_fidelity,joint_refit_fidelity,pair_lasso_crosspair_overlap,pair_lasso_cycle_residual,fisher_select_crosspair_overlap,fisher_select_cycle_residual,ridge_select_crosspair_overlap,ridge_select_cycle_residual,joint_lasso_crosspair_overlap,joint_lasso_cycle_residual,joint_refit_crosspair_overlap,joint_refit_cycle_residual,pair_lasso_support_stability,pair_lasso_direction_variance,fisher_select_support_stability,fisher_select_direction_variance,ridge_select_support_stability,ridge_select_direction_variance,joint_lasso_support_stability,joint_lasso_direction_variance,joint_refit_support_stability,joint_refit_direction_variance,seed
8,3,5,0.9320641462917417,0.9334722261784096,0.9334722261784096,0.9320641462917417,0.9334722261784096,0.5873015873015873,0.5642098623095827,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6476190476190475,0.19767663643849856,0.6253968253968253,0.3010218356888003,0.6412698412698412,0.30987148491527594,0.7999999999999999,0.15577773330659844,0.7999999999999999,0.24665427469922552,3
8,3,2,0.6793980495459829,0.5480047247471933,0.5480047247471933,0.6558991370601307,0.5953028356462409,0.3333333333333333,1.4439894236367359,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5999999999999999,0.5363483684478465,0.7777777777777779,0.3359678978015558,0.7777777777777779,0.3359678978015558,0.7777777777777778,0.6665905870886135,0.7777777777777778,0.3668112766611267,3
8,3,5,0.7318538199982187,0.6294623969031081,0.7088773246727642,0.738526236576917,0.7325870164737516,0.6666666666666666,0.5787435392288371,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.05198290998182144,0.7238095238095237,0.11766051342659965,0.8888888888888887,0.07281982594056974,1.0,0.10924548868581431,1.0,0.019718886478904407,3
8,3,2,0.9665694881232911,0.9665694881232911,0.9665694881232911,0.9665694881232911,0.9665694881232911,0.5555555555555555,0.19186294291278053,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7777777777777778,0.730096309207156,1.0,0.0012881299996600878,1.0,0.0012881299996600878,0.7777777777777779,0.6666582226499771,0.7777777777777779,0.30718882533262004,3
8,3,5,0.9665694881232911,0.9665694881232911,0.9665694881232911,0.9665694881232911,0.9665694881232911,0.6190476190476191,0.43470954644443965,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6095238095238095,0.23869714768179212,0.7333333333333332,0.018906155837708515,0.7333333333333332,0.018906155837708515,0.8888888888888887,0.4364113181936494,0.8888888888888887,0.2361926573310329,3
8,3,2,0.955228698950463,0.9542327605825718,0.9542327605825718,0.955228698950463,0.955228698950463,0.5555555555555555,0.24737555688458343,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.46666666666666656,0.5717971961769861,0.6,0.011821166508493162,0.7777777777777778,0.007991317582438488,1.0,6.226264483164373e-08,1.0,0.05148106438661748,3
8,3,5,0.955228698950463,0.9518895259559923,0.9518895259559923,0.955228698950463,0.955228698950463,0.6666666666666666,0.5497464441670641,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6793650793650793,0.025205139244536302,0.7555555555555554,0.0018206842511720761,0.7555555555555554,0.0018206842511720761,0.7174603174603174,0.26976857026073275,0.7174603174603174,0.23705248965763404,3
8,3,2,0.744642437344001,0.7743752395542027,0.7743752395542027,0.741449923925126,0.7183398305514048,0.2222222222222222,0.6435046885030635,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7777777777777779,8.551521729142902e-09,1.0,0.002806113912071905,1.0,0.002806113912071905,1.0,0.6666546382776641,1.0,0.009067227411958062,3
8,3,5,0.7508488576309357,0.8025684884984385,0.8025684884984385,0.7589200732611388,0.7422613003464575,0.7777777777777777,0.21155051922403476,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7555555555555554,0.02414233350251576,0.7999999999999999,0.010852254319606174,0.7555555555555554,0.011005645445718065,0.7174603174603174,0.02636445721121496,0.7174603174603174,0.09229589620132139,3
8,3,2,0.7134581798843622,0.667956064714842,0.667956064714842,0.7134581798843622,0.711320280084878,0.3333333333333333,0.5332109724179352,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.42222222222222217,0.3373806833541283,1.0,0.007851055370069304,1.0,0.007851055370069304,1.0,0.3287511088040548,1.0,0.014115160730258924,3
8,3,5,0.7154853999286332,0.7780504268474875,0.7780504268474875,0.7198819191112238,0.7767631487771848,0.5079365079365079,0.7606640816698008,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7238095238095237,0.13171852274378523,0.8888888888888888,0.012782365300266113,0.8888888888888888,0.012782365300266113,0.6698412698412698,0.07280650282422046,0.6698412698412698,0.3022871406931594,3
8,3,2,0.9327685171280796,0.9327685171280796,0.9327685171280796,0.9327685171280796,0.9375842515715527,0.3333333333333333,0.5319025015915605,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5999999999999999,8.412933831465612e-07,0.7777777777777778,0.04607608319636074,0.7777777777777778,0.04607608319636074,0.7777777777777778,1.6041365986850682e-07,0.7777777777777778,0.24417482439173638,3
8,3,5,0.9327685171280796,0.9339688404991193,0.9339688404991193,0.9327685171280796,0.9370000171087288,0.7777777777777777,0.6386654747086387,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8222222222222222,0.07522850531246941,0.6412698412698413,0.1117548853269557,0.6793650793650793,0.08557301292633065,0.8888888888888888,0.07261092891955415,0.8888888888888888,0.03242560093195454,3
8,3,2,0.665979158117553,0.7614907204973357,0.7507639181406017,0.6068857618466977,0.7275487893404814,0.2222222222222222,0.6256584344070205,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6444444444444444,2.235158641020489e-08,0.6,0.11153021882737946,0.6444444444444445,0.08621426477534914,0.24444444444444446,1.052609864434916,0.24444444444444446,0.8041250801471821,4
8,3,5,0.7381203959356559,0.7886613299460856,0.7886613299460856,0.7399812068696271,0.7771361762491532,0.5079365079365079,0.3504299479402638,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8888888888888888,0.010244374985270876,1.0,0.0058973120850840405,1.0,0.0058973120850840405,0.8888888888888887,0.2981707739102122,0.8888888888888887,0.04709946601711795,4
